Type,Value,Stat,site,gs,CHANGE,includeCHANGE
maxndvi,0.003945120471898407,Slope,temple,2009,-0.0910485280006795,ns
maxndvi,0.003945120471898407,Slope,temple,2010,0.0129581534016111,ns
maxndvi,0.003945120471898407,Slope,temple,2011,-0.139254903546404,ns
maxndvi,0.003945120471898407,Slope,temple,2014,0.0514897765512612,ns
maxndvi,0.003945120471898407,Slope,temple,2015,0.0892717381997189,ns
maxndvi,0.003945120471898407,Slope,temple,2016,0.0473892936186355,ns
maxndvi,0.003945120471898407,Slope,temple,2017,0.0776165072072632,ns
maxndvi,0.003945120471898407,Slope,temple,2018,0.109197407668185,ns
maxndvi,-0.0010029437903694286,Slope,summ,1991,-0.0757584798020305,ns
maxndvi,-0.0010029437903694286,Slope,summ,2006,-0.0595495652143773,ns
maxndvi,-0.0010029437903694286,Slope,summ,2007,-0.0164051689329904,ns
maxndvi,-0.0010029437903694286,Slope,summ,2008,-0.0604121692259022,ns
maxndvi,-0.0010029437903694286,Slope,summ,2010,-0.0463057566708923,ns
maxndvi,-0.0010029437903694286,Slope,summ,2013,-0.0251343644843849,ns
maxndvi,-0.0010029437903694286,Slope,summ,2014,-0.0129271902298334,ns
maxndvi,-0.0010029437903694286,Slope,summ,2015,-0.084313747550687,ns
maxndvi,-0.0010029437903694286,Slope,summ,2017,-0.0893191685506645,ns
maxndvi,-0.0010029437903694286,Slope,summ,2018,-0.115159075878163,ns
maxndvi,-0.0010029437903694286,Slope,summ,2019,-0.0976890039618015,ns
maxndvi,0.00219276004983829,Slope,spv,1999,-0.0294036101139474,ns
maxndvi,0.00219276004983829,Slope,spv,2001,-0.0273396233654461,ns
maxndvi,0.00219276004983829,Slope,spv,2002,0.0245060077998547,ns
maxndvi,0.00219276004983829,Slope,spv,2003,0.0652054268909946,ns
maxndvi,0.00219276004983829,Slope,spv,2004,-0.00183644202423264,ns
maxndvi,0.00219276004983829,Slope,spv,2005,-0.0207631592024307,ns
maxndvi,0.00219276004983829,Slope,spv,2006,-0.0139947194839595,ns
maxndvi,0.00219276004983829,Slope,spv,2007,-0.0554227540050542,ns
maxndvi,0.00219276004983829,Slope,spv,2008,-0.0391553741386829,ns
maxndvi,0.00219276004983829,Slope,spv,2009,-0.0248332826507373,ns
maxndvi,0.00219276004983829,Slope,spv,2010,-0.0585578035890074,ns
maxndvi,0.00219276004983829,Slope,spv,2012,-0.0269146819295162,ns
maxndvi,0.00219276004983829,Slope,spv,2015,0.0324039971186673,ns
maxndvi,0.00219276004983829,Slope,spv,2017,0.0847899642245001,ns
maxndvi,0.004205424968548416,Slope,smith,1985,-0.117501634099734,ns
maxndvi,0.004205424968548416,Slope,smith,1986,0.0192653166544314,ns
maxndvi,0.004205424968548416,Slope,smith,1987,-0.118892137658382,ns
maxndvi,0.004205424968548416,Slope,smith,1990,-0.119829819363161,ns
maxndvi,0.004205424968548416,Slope,smith,1991,0.0461005206752404,ns
maxndvi,0.004205424968548416,Slope,smith,1992,-0.173547326139756,ns
maxndvi,0.004205424968548416,Slope,smith,1993,-0.0608192266721319,ns
maxndvi,0.004205424968548416,Slope,smith,1994,-0.0769535581359196,ns
maxndvi,0.004205424968548416,Slope,smith,1995,-0.0633490663585483,ns
maxndvi,0.004205424968548416,Slope,smith,1996,-0.0311323884016109,ns
maxndvi,0.004205424968548416,Slope,smith,1997,-0.0887683431725815,ns
maxndvi,0.004205424968548416,Slope,smith,1998,-0.0255870136251505,ns
maxndvi,0.004205424968548416,Slope,smith,1999,0.101013777884807,ns
maxndvi,0.004205424968548416,Slope,smith,2000,-0.0126603074853081,ns
maxndvi,0.004205424968548416,Slope,smith,2001,-0.0628081598004403,ns
maxndvi,0.004205424968548416,Slope,smith,2002,0.0549248859189323,ns
maxndvi,0.004205424968548416,Slope,smith,2003,-0.0190221281682739,ns
maxndvi,0.004205424968548416,Slope,smith,2005,0.0108939058652686,ns
maxndvi,0.004205424968548416,Slope,smith,2006,-0.0213811937651885,ns
maxndvi,0.004205424968548416,Slope,smith,2007,0.0326120821354806,ns
maxndvi,0.004205424968548416,Slope,smith,2008,0.0417116834585834,ns
maxndvi,0.004205424968548416,Slope,smith,2009,-5.01215992812054e-4,ns
maxndvi,0.004205424968548416,Slope,smith,2010,0.00882060600338519,ns
maxndvi,0.004205424968548416,Slope,smith,2011,7.00065545411466e-4,ns
maxndvi,0.004205424968548416,Slope,smith,2013,0.0545052262239543,ns
maxndvi,0.004205424968548416,Slope,smith,2014,0.10050517407323,ns
maxndvi,0.004205424968548416,Slope,smith,2015,0.0760246123871614,ns
maxndvi,0.004205424968548416,Slope,smith,2016,0.108577803394756,ns
maxndvi,0.004205424968548416,Slope,smith,2017,0.0424375468897159,ns
maxndvi,0.004205424968548416,Slope,smith,2018,-0.00660111791495732,ns
maxndvi,0.004205424968548416,Slope,smith,2019,-0.0398746635391413,ns
maxndvi,0.0022668337915519115,Slope,sier,1985,-0.0285746245620238,ns
maxndvi,0.0022668337915519115,Slope,sier,1986,-0.0144200528023438,ns
maxndvi,0.0022668337915519115,Slope,sier,1987,-0.00830169594952446,ns
maxndvi,0.0022668337915519115,Slope,sier,1989,0.00681770053203401,ns
maxndvi,0.0022668337915519115,Slope,sier,1990,-0.0581614510297634,ns
maxndvi,0.0022668337915519115,Slope,sier,1991,-0.0413657622879724,ns
maxndvi,0.0022668337915519115,Slope,sier,1992,-0.0808637856959765,ns
maxndvi,0.0022668337915519115,Slope,sier,1993,-0.0883422156519527,ns
maxndvi,0.0022668337915519115,Slope,sier,1994,-0.00285118570996246,ns
maxndvi,0.0022668337915519115,Slope,sier,1995,-0.0408450505049608,ns
maxndvi,0.0022668337915519115,Slope,sier,1996,-0.0188470263305753,ns
maxndvi,0.0022668337915519115,Slope,sier,1997,-0.0218174051869834,ns
maxndvi,0.0022668337915519115,Slope,sier,1998,-0.0426193612115902,ns
maxndvi,0.0022668337915519115,Slope,sier,1999,-0.0415091352308137,ns
maxndvi,0.0022668337915519115,Slope,sier,2000,0.0222974722063315,ns
maxndvi,0.0022668337915519115,Slope,sier,2001,0.00370281579719622,ns
maxndvi,0.0022668337915519115,Slope,sier,2002,-0.0738295175704063,ns
maxndvi,0.0022668337915519115,Slope,sier,2003,0.00438318279497873,ns
maxndvi,0.0022668337915519115,Slope,sier,2004,0.00985065255386608,ns
maxndvi,0.0022668337915519115,Slope,sier,2005,0.0529243947605322,ns
maxndvi,0.0022668337915519115,Slope,sier,2006,-0.00760805774197526,ns
maxndvi,0.0022668337915519115,Slope,sier,2007,0.0284658532337438,ns
maxndvi,0.0022668337915519115,Slope,sier,2008,-0.0551991766709228,ns
maxndvi,0.0022668337915519115,Slope,sier,2009,-0.00281700973579868,ns
maxndvi,0.0022668337915519115,Slope,sier,2010,0.0194733134448599,ns
maxndvi,0.0022668337915519115,Slope,sier,2011,-0.0660901032706408,ns
maxndvi,0.0022668337915519115,Slope,sier,2012,-0.0134937719835115,ns
maxndvi,0.0022668337915519115,Slope,sier,2013,0.041431695609331,ns
maxndvi,0.0022668337915519115,Slope,sier,2014,0.0291318053966726,ns
maxndvi,0.0022668337915519115,Slope,sier,2015,0.00847592593409174,ns
maxndvi,0.0022668337915519115,Slope,sier,2016,0.0550094228411551,ns
maxndvi,0.0022668337915519115,Slope,sier,2017,0.0224337559720873,ns
maxndvi,0.0022668337915519115,Slope,sier,2018,0.0627073545013451,ns
maxndvi,0.0022668337915519115,Slope,sier,2019,0.049012304103468,ns
maxndvi,0.001985968429302254,Slope,shps,1986,-0.00287447269224222,ns
maxndvi,0.001985968429302254,Slope,shps,1987,-0.0863956772818243,ns
maxndvi,0.001985968429302254,Slope,shps,1992,-0.0936791072020993,ns
maxndvi,0.001985968429302254,Slope,shps,1994,-0.122275315586894,ns
maxndvi,0.001985968429302254,Slope,shps,1995,0.0747944833061454,ns
maxndvi,0.001985968429302254,Slope,shps,1997,-0.0509346600202681,ns
maxndvi,0.001985968429302254,Slope,shps,1999,0.0253181044735796,ns
maxndvi,0.001985968429302254,Slope,shps,2000,-0.0287550068240122,ns
maxndvi,0.001985968429302254,Slope,shps,2001,-0.0807568989819072,ns
maxndvi,0.001985968429302254,Slope,shps,2002,-0.0347122881629556,ns
maxndvi,0.001985968429302254,Slope,shps,2003,-0.0392451517008616,ns
maxndvi,0.001985968429302254,Slope,shps,2004,-0.0490561601354531,ns
maxndvi,0.001985968429302254,Slope,shps,2005,0.0575979596074843,ns
maxndvi,0.001985968429302254,Slope,shps,2006,-0.0310280155782374,ns
maxndvi,0.001985968429302254,Slope,shps,2007,-0.0618664101908607,ns
maxndvi,0.001985968429302254,Slope,shps,2008,-0.0374381493194146,ns
maxndvi,0.001985968429302254,Slope,shps,2009,0.00325667385718437,ns
maxndvi,0.001985968429302254,Slope,shps,2010,-0.0251685636503556,ns
maxndvi,0.001985968429302254,Slope,shps,2012,-0.064296989367363,ns
maxndvi,0.001985968429302254,Slope,shps,2013,-0.0330106367652328,ns
maxndvi,0.001985968429302254,Slope,shps,2014,0.00949253422783686,ns
maxndvi,0.001985968429302254,Slope,shps,2015,-0.0262332943334837,ns
maxndvi,0.001985968429302254,Slope,shps,2016,0.00387058967127429,ns
maxndvi,0.001985968429302254,Slope,shps,2017,0.0369802327522878,ns
maxndvi,0.001985968429302254,Slope,shps,2018,0.0573266860975241,ns
maxndvi,0.0026953538688929703,Slope,sgs,1984,-0.0258350338023778,ns
maxndvi,0.0026953538688929703,Slope,sgs,1985,-0.056558940685366,ns
maxndvi,0.0026953538688929703,Slope,sgs,1986,-0.099863372122542,ns
maxndvi,0.0026953538688929703,Slope,sgs,1987,-0.00848138401532417,ns
maxndvi,0.0026953538688929703,Slope,sgs,1988,-0.0557392742529097,ns
maxndvi,0.0026953538688929703,Slope,sgs,1989,-0.0570347240832277,ns
maxndvi,0.0026953538688929703,Slope,sgs,1990,-0.0428402204743342,ns
maxndvi,0.0026953538688929703,Slope,sgs,1991,-0.0225200505495398,ns
maxndvi,0.0026953538688929703,Slope,sgs,1992,-0.00517783862837323,ns
maxndvi,0.0026953538688929703,Slope,sgs,1993,-0.0664273772505288,ns
maxndvi,0.0026953538688929703,Slope,sgs,1994,-0.0464877014159272,ns
maxndvi,0.0026953538688929703,Slope,sgs,1995,0.117809382866921,ns
maxndvi,0.0026953538688929703,Slope,sgs,1996,0.0197043986708441,ns
maxndvi,0.0026953538688929703,Slope,sgs,1997,0.0689666956319448,ns
maxndvi,0.0026953538688929703,Slope,sgs,1998,-0.0270894165187305,ns
maxndvi,0.0026953538688929703,Slope,sgs,1999,0.0797872724317675,ns
maxndvi,0.0026953538688929703,Slope,sgs,2000,-0.139073937732459,ns
maxndvi,0.0026953538688929703,Slope,sgs,2001,0.0146687544574353,ns
maxndvi,0.0026953538688929703,Slope,sgs,2003,-0.026914278095404,ns
maxndvi,0.0026953538688929703,Slope,sgs,2004,-0.111993070660289,ns
maxndvi,0.0026953538688929703,Slope,sgs,2005,0.0568267461509802,ns
maxndvi,0.0026953538688929703,Slope,sgs,2006,-0.0870950553369646,ns
maxndvi,0.0026953538688929703,Slope,sgs,2007,0.0650354017727396,ns
maxndvi,0.0026953538688929703,Slope,sgs,2008,-0.0275112513088484,ns
maxndvi,0.0026953538688929703,Slope,sgs,2009,0.0951655194252169,ns
maxndvi,0.0026953538688929703,Slope,sgs,2010,0.0325953609919697,ns
maxndvi,0.0026953538688929703,Slope,sgs,2011,-0.0471470437014215,ns
maxndvi,0.0026953538688929703,Slope,sgs,2013,-0.0509772951995603,ns
maxndvi,0.0026953538688929703,Slope,sgs,2014,0.101095878489126,ns
maxndvi,0.0026953538688929703,Slope,sgs,2015,0.15813452848893,ns
maxndvi,0.0026953538688929703,Slope,sgs,2016,-0.0057289498254036704,ns
maxndvi,0.0026953538688929703,Slope,sgs,2017,-0.00171960107133473,ns
maxndvi,0.0026953538688929703,Slope,sgs,2018,0.0414747458109494,ns
maxndvi,0.0026953538688929703,Slope,sgs,2019,0.0839041612229535,ns
maxndvi,0.0017901656662911002,Slope,sevi,1984,-0.0355296228875935,ns
maxndvi,0.0017901656662911002,Slope,sevi,1985,-0.0415291777570086,ns
maxndvi,0.0017901656662911002,Slope,sevi,1986,-0.0334877709756863,ns
maxndvi,0.0017901656662911002,Slope,sevi,1987,-0.0212524659500191,ns
maxndvi,0.0017901656662911002,Slope,sevi,1988,-0.0178998982605288,ns
maxndvi,0.0017901656662911002,Slope,sevi,1989,-0.0352057121946768,ns
maxndvi,0.0017901656662911002,Slope,sevi,1990,-0.0410234177196172,ns
maxndvi,0.0017901656662911002,Slope,sevi,1991,-0.0209716159864049,ns
maxndvi,0.0017901656662911002,Slope,sevi,1992,-0.0455664612359074,ns
maxndvi,0.0017901656662911002,Slope,sevi,1993,-0.0458536874010333,ns
maxndvi,0.0017901656662911002,Slope,sevi,1994,0.00281332531692091,ns
maxndvi,0.0017901656662911002,Slope,sevi,1995,-0.0432839868057479,ns
maxndvi,0.0017901656662911002,Slope,sevi,1996,0.0153535809695123,ns
maxndvi,0.0017901656662911002,Slope,sevi,1997,-0.0256590758857233,ns
maxndvi,0.0017901656662911002,Slope,sevi,1998,-0.0486079123332495,ns
maxndvi,0.0017901656662911002,Slope,sevi,1999,0.0292330119821571,ns
maxndvi,0.0017901656662911002,Slope,sevi,2000,-0.0378547285400745,ns
maxndvi,0.0017901656662911002,Slope,sevi,2001,-0.012374985865462,ns
maxndvi,0.0017901656662911002,Slope,sevi,2002,0.0153312638662567,ns
maxndvi,0.0017901656662911002,Slope,sevi,2004,0.00311589145660099,ns
maxndvi,0.0017901656662911002,Slope,sevi,2005,0.00484580439681984,ns
maxndvi,0.0017901656662911002,Slope,sevi,2006,0.0479515401225841,ns
maxndvi,0.0017901656662911002,Slope,sevi,2007,-0.0255398719547356,ns
maxndvi,0.0017901656662911002,Slope,sevi,2008,0.0352620850254249,ns
maxndvi,0.0017901656662911002,Slope,sevi,2009,-0.0612462615966553,ns
maxndvi,0.0017901656662911002,Slope,sevi,2014,0.0724261821520927,ns
maxndvi,0.0017901656662911002,Slope,sevi,2015,-0.0231966159638878,ns
maxndvi,0.0017901656662911002,Slope,sevi,2018,0.0178811745733636,ns
maxndvi,0.007864538654529138,Slope,sereng,2008,0.0697202907839721,ns
maxndvi,0.007864538654529138,Slope,sereng,2009,-0.0453214323452052,ns
maxndvi,0.007864538654529138,Slope,sereng,2011,-0.0882943048404912,ns
maxndvi,0.007864538654529138,Slope,sereng,2013,0.0721811670914932,ns
maxndvi,0.007864538654529138,Slope,sereng,2014,-0.00211989354791869,ns
maxndvi,0.007864538654529138,Slope,sereng,2015,0.118957990149893,ns
maxndvi,0.007864538654529138,Slope,sereng,2016,0.156744174484899,ns
maxndvi,0.007864538654529138,Slope,sereng,2017,-0.00649470282854514,ns
maxndvi,0.007864538654529138,Slope,sereng,2018,0.101708584354808,ns
maxndvi,0.007864538654529138,Slope,sereng,2019,0.0340296275930459,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1985,0.0688734088858799,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1986,0.0436596118330784,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1987,-0.0686345502218428,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1988,-1.05337676319373e-5,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1989,-0.0471213440356978,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1990,-0.0518928712602325,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1992,-0.0949826441175846,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1993,-0.092362884540727,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1994,0.0174294945294342,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1995,0.00465614194702935,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1996,-0.0272778480673619,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1997,0.0667576900522,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1998,0.0438926508333899,ns
maxndvi,1.922027254127976e-4,Slope,sedg,1999,-0.0699170511941311,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2000,-0.0366608337750535,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2001,0.0533540749443843,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2002,-0.0790949459616779,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2003,0.132160606829831,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2004,-0.080623628791439,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2005,0.112326977356154,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2006,-0.0753045655208055,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2007,-0.100438033536314,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2008,0.0326182645252722,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2009,-0.00145660890026333,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2010,0.0217205050865313,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2011,-0.107150184570854,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2012,-0.0413428378346106,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2013,0.0089156941416032,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2015,-0.0121102337101395,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2016,0.0409121399046795,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2017,0.115644806496725,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2018,-0.127421640928724,ns
maxndvi,1.922027254127976e-4,Slope,sedg,2019,0.00363424087312281,ns
maxndvi,0.0024802828789254844,Slope,saline,1984,-0.0454282340020876,ns
maxndvi,0.0024802828789254844,Slope,saline,1985,-0.112276844573058,ns
maxndvi,0.0024802828789254844,Slope,saline,1986,-0.0729148001072992,ns
maxndvi,0.0024802828789254844,Slope,saline,1987,0.0356529095600288,ns
maxndvi,0.0024802828789254844,Slope,saline,1988,-0.124789840630862,ns
maxndvi,0.0024802828789254844,Slope,saline,1989,-0.085614585885528,ns
maxndvi,0.0024802828789254844,Slope,saline,1990,-0.0276548829643298,ns
maxndvi,0.0024802828789254844,Slope,saline,1991,-0.144251538211212,ns
maxndvi,0.0024802828789254844,Slope,saline,1992,0.0285674308158397,ns
maxndvi,0.0024802828789254844,Slope,saline,1993,0.00163632281753956,ns
maxndvi,0.0024802828789254844,Slope,saline,1994,0.0139620284736538,ns
maxndvi,0.0024802828789254844,Slope,saline,1995,0.018631373082942,ns
maxndvi,0.0024802828789254844,Slope,saline,1996,0.025156139321137,ns
maxndvi,0.0024802828789254844,Slope,saline,1997,-0.0225379254319017,ns
maxndvi,0.0024802828789254844,Slope,saline,1998,-0.0177053485900728,ns
maxndvi,0.0024802828789254844,Slope,saline,1999,0.076736822848871,ns
maxndvi,0.0024802828789254844,Slope,saline,2000,-0.0834340861349184,ns
maxndvi,0.0024802828789254844,Slope,saline,2001,0.0450614416558195,ns
maxndvi,0.0024802828789254844,Slope,saline,2002,-0.0985481960812208,ns
maxndvi,0.0024802828789254844,Slope,saline,2003,0.0377105438335615,ns
maxndvi,0.0024802828789254844,Slope,saline,2004,0.0382216798562151,ns
maxndvi,0.0024802828789254844,Slope,saline,2005,-0.00694564304126399,ns
maxndvi,0.0024802828789254844,Slope,saline,2006,-0.0989297740333729,ns
maxndvi,0.0024802828789254844,Slope,saline,2007,0.0396932559205968,ns
maxndvi,0.0024802828789254844,Slope,saline,2008,0.00107654133569457,ns
maxndvi,0.0024802828789254844,Slope,saline,2009,0.0191837904675682,ns
maxndvi,0.0024802828789254844,Slope,saline,2010,-0.0316849459261326,ns
maxndvi,0.0024802828789254844,Slope,saline,2011,-0.141432223214961,ns
maxndvi,0.0024802828789254844,Slope,saline,2012,-0.0738533178448122,ns
maxndvi,0.0024802828789254844,Slope,saline,2013,-0.0139246252638791,ns
maxndvi,0.0024802828789254844,Slope,saline,2014,0.0198665898975346,ns
maxndvi,0.0024802828789254844,Slope,saline,2015,0.0416343663957913,ns
maxndvi,0.0024802828789254844,Slope,saline,2016,0.090739597497181,ns
maxndvi,0.0024802828789254844,Slope,saline,2017,0.0338373355738185,ns
maxndvi,0.0024802828789254844,Slope,saline,2018,0.105546349957047,ns
maxndvi,0.0017588596611031193,Slope,sage,1986,-0.00101083235622212,ns
maxndvi,0.0017588596611031193,Slope,sage,1987,-0.0600587549083498,ns
maxndvi,0.0017588596611031193,Slope,sage,1988,-0.111342266511631,ns
maxndvi,0.0017588596611031193,Slope,sage,1989,0.0151303871611185,ns
maxndvi,0.0017588596611031193,Slope,sage,1993,-0.0825336949841498,ns
maxndvi,0.0017588596611031193,Slope,sage,1994,-0.103308551774981,ns
maxndvi,0.0017588596611031193,Slope,sage,1995,0.021023559015818,ns
maxndvi,0.0017588596611031193,Slope,sage,1996,-0.0659631740331873,ns
maxndvi,0.0017588596611031193,Slope,sage,1997,-0.0101418145219287,ns
maxndvi,0.0017588596611031193,Slope,sage,1998,-0.0399343539994099,ns
maxndvi,0.0017588596611031193,Slope,sage,1999,0.0353127935328796,ns
maxndvi,0.0017588596611031193,Slope,sage,2000,0.0427466193093761,ns
maxndvi,0.0017588596611031193,Slope,sage,2001,-0.0458338947792364,ns
maxndvi,0.0017588596611031193,Slope,sage,2002,-0.0170986379236355,ns
maxndvi,0.0017588596611031193,Slope,sage,2003,-0.101024310425985,ns
maxndvi,0.0017588596611031193,Slope,sage,2004,-0.0171944013440033,ns
maxndvi,0.0017588596611031193,Slope,sage,2005,-0.0277640431023093,ns
maxndvi,0.0017588596611031193,Slope,sage,2006,0.00446421469194502,ns
maxndvi,0.0017588596611031193,Slope,sage,2007,-0.0970161175572579,ns
maxndvi,0.0017588596611031193,Slope,sage,2008,-0.00508412095826605,ns
maxndvi,0.0017588596611031193,Slope,sage,2009,-0.0433395904082452,ns
maxndvi,0.0017588596611031193,Slope,sage,2010,-0.0370823830817882,ns
maxndvi,0.0017588596611031193,Slope,sage,2011,0.0202182872576425,ns
maxndvi,0.0017588596611031193,Slope,sage,2012,-0.0967976990346065,ns
maxndvi,0.0017588596611031193,Slope,sage,2013,-0.0308048370855732,ns
maxndvi,0.0017588596611031193,Slope,sage,2014,-0.0446022259063463,ns
maxndvi,0.0017588596611031193,Slope,sage,2015,0.0429073448877296,ns
maxndvi,0.0017588596611031193,Slope,sage,2016,0.0476689772487058,ns
maxndvi,0.0017588596611031193,Slope,sage,2017,0.0334198959690541,ns
maxndvi,0.0017588596611031193,Slope,sage,2018,0.0531776138331935,ns
maxndvi,-0.004497829810657267,Slope,potrok,2000,0.0349580359907455,ns
maxndvi,-0.004497829810657267,Slope,potrok,2001,0.226178045793422,ns
maxndvi,-0.004497829810657267,Slope,potrok,2003,0.0237988737188872,ns
maxndvi,-0.004497829810657267,Slope,potrok,2004,-0.0136596789430115,ns
maxndvi,-0.004497829810657267,Slope,potrok,2005,0.0107790261404541,ns
maxndvi,-0.004497829810657267,Slope,potrok,2006,-0.0479236722988703,ns
maxndvi,-0.004497829810657267,Slope,potrok,2007,-0.0169650578590043,ns
maxndvi,-0.004497829810657267,Slope,potrok,2008,-0.049314927614481,ns
maxndvi,-0.004497829810657267,Slope,potrok,2009,-0.0156593078124828,ns
maxndvi,-0.004497829810657267,Slope,potrok,2010,-0.0156329374066713,ns
maxndvi,-0.004497829810657267,Slope,potrok,2011,-0.029109388446567,ns
maxndvi,-0.004497829810657267,Slope,potrok,2012,-0.0277408873220867,ns
maxndvi,-0.004497829810657267,Slope,potrok,2013,0.0271939946139094,ns
maxndvi,-0.004497829810657267,Slope,potrok,2014,-0.00970870399597656,ns
maxndvi,-0.004497829810657267,Slope,potrok,2015,0.0181603883387173,ns
maxndvi,-0.004497829810657267,Slope,potrok,2016,0.0350626191018943,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,1992,-0.0734263384681835,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,1994,-0.04729838129752,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2003,8.23128479062185e-4,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2004,0.00809143588228933,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2005,-0.067160407111824,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2007,-0.157424138508975,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2008,-0.0250706234138313,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2009,-0.0549820437100702,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2010,-0.0154780485293938,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2012,0.026819231636058,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2013,0.0281359249480255,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2014,-0.112193084440147,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2015,-0.0405008622218326,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2016,-0.138543732417905,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2017,-0.055237453810571,ns
maxndvi,-6.640794413046787e-4,Slope,pinj,2019,-0.0775868938352948,ns
maxndvi,0.0012307128809146987,Slope,ping,1988,0.00886248488608832,ns
maxndvi,0.0012307128809146987,Slope,ping,1989,-0.0440002940755815,ns
maxndvi,0.0012307128809146987,Slope,ping,1990,-0.0536432864030657,ns
maxndvi,0.0012307128809146987,Slope,ping,1991,-0.0251079086188851,ns
maxndvi,0.0012307128809146987,Slope,ping,1992,-0.0830163334649995,ns
maxndvi,0.0012307128809146987,Slope,ping,1993,-0.003486066802174,ns
maxndvi,0.0012307128809146987,Slope,ping,1994,0.0423553454419364,ns
maxndvi,0.0012307128809146987,Slope,ping,1995,-0.0320369715246833,ns
maxndvi,0.0012307128809146987,Slope,ping,1996,-0.0843571566239629,ns
maxndvi,0.0012307128809146987,Slope,ping,1997,0.0104325268670203,ns
maxndvi,0.0012307128809146987,Slope,ping,1998,-0.0440272747530143,ns
maxndvi,0.0012307128809146987,Slope,ping,1999,0.076499319030694,ns
maxndvi,0.0012307128809146987,Slope,ping,2000,-0.0150029783888072,ns
maxndvi,0.0012307128809146987,Slope,ping,2001,0.03908796056037,ns
maxndvi,0.0012307128809146987,Slope,ping,2002,-0.0510297063385988,ns
maxndvi,0.0012307128809146987,Slope,ping,2003,0.00943282303968895,ns
maxndvi,0.0012307128809146987,Slope,ping,2004,-0.0154050237349054,ns
maxndvi,0.0012307128809146987,Slope,ping,2005,0.0246617769830133,ns
maxndvi,0.0012307128809146987,Slope,ping,2006,-0.119135197918117,ns
maxndvi,0.0012307128809146987,Slope,ping,2007,0.0478049981582234,ns
maxndvi,0.0012307128809146987,Slope,ping,2008,0.00266874201504175,ns
maxndvi,0.0012307128809146987,Slope,ping,2009,-0.00366131931030644,ns
maxndvi,0.0012307128809146987,Slope,ping,2010,-0.143970557898664,ns
maxndvi,0.0012307128809146987,Slope,ping,2011,0.0339725529808002,ns
maxndvi,0.0012307128809146987,Slope,ping,2012,-0.0744646048355626,ns
maxndvi,0.0012307128809146987,Slope,ping,2013,0.10092294263498,ns
maxndvi,0.0012307128809146987,Slope,ping,2014,0.0318225997032382,ns
maxndvi,0.0012307128809146987,Slope,ping,2015,-0.0758605417112531,ns
maxndvi,0.0012307128809146987,Slope,ping,2016,0.0676482593136465,ns
maxndvi,0.0012307128809146987,Slope,ping,2017,-0.0546271970075523,ns
maxndvi,0.0012307128809146987,Slope,ping,2018,0.0847257858536949,ns
maxndvi,1.0667641342143167e-4,Slope,nilla,1990,0.0468112697537947,ns
maxndvi,1.0667641342143167e-4,Slope,nilla,1995,-0.103403271963754,ns
maxndvi,1.0667641342143167e-4,Slope,nilla,1996,-0.095682419052451,ns
