site,gs,Type,TypicalDate,Date,DaysFromAvg,ndvi,sitenum,avg_ndvi_max,N,Change_ndvi_max
bldr,1996,max,1996-07-14,1996-08-02,19,0.2967433593588295,11,0.41355325514298985,33,-0.11680989578416034
bldr,1996,senescence date,1996-10-17,1996-10-29,12,0.2226587059626731,11,0.41355325514298985,33,NA
bldr,1997,green-up date,1997-05-03,1997-04-14,-19,0.22476549548052063,11,0.41355325514298985,33,NA
bldr,1997,max,1997-07-14,1997-06-15,-29,0.4870257734818118,11,0.41355325514298985,33,0.07347251833882196
bldr,1997,senescence date,1997-10-17,1997-08-10,-68,0.218285425327763,11,0.41355325514298985,33,NA
bldr,1998,green-up date,1998-05-03,1998-09-22,142,0.2237438117024941,11,0.41355325514298985,33,NA
bldr,1998,max,1998-07-14,1998-10-08,86,0.23135322367964883,11,0.41355325514298985,33,-0.18220003146334102
bldr,1998,senescence date,1998-10-17,1998-10-23,6,0.22264907082072044,11,0.41355325514298985,33,NA
bldr,1999,green-up date,1999-05-03,1999-04-22,-11,0.2237346441411544,11,0.41355325514298985,33,NA
bldr,1999,max,1999-07-14,1999-09-16,64,0.3607940530043143,11,0.41355325514298985,33,-0.052759202138675576
bldr,1999,senescence date,1999-10-17,1999-11-08,22,0.21955037283692297,11,0.41355325514298985,33,NA
bldr,2000,green-up date,2000-05-03,2000-04-24,-9,0.22461657954840647,11,0.41355325514298985,33,NA
bldr,2000,max,2000-07-14,2000-07-19,5,0.26871146497522114,11,0.41355325514298985,33,-0.1448417901677687
bldr,2000,senescence date,2000-10-17,2000-08-09,-69,0.21981223379765405,11,0.41355325514298985,33,NA
bldr,2001,green-up date,2001-05-03,2001-04-28,-5,0.2238046660018124,11,0.41355325514298985,33,NA
bldr,2001,max,2001-07-14,2001-09-21,69,0.3073022849404677,11,0.41355325514298985,33,-0.10625097020252217
bldr,2001,senescence date,2001-10-17,2001-10-26,9,0.2204954134786479,11,0.41355325514298985,33,NA
bldr,2002,green-up date,2002-05-03,2002-05-18,15,0.2249397291215149,11,0.41355325514298985,33,NA
bldr,2002,max,2002-07-14,2002-10-05,83,0.3035374143914893,11,0.41355325514298985,33,-0.11001584075150056
bldr,2002,senescence date,2002-10-17,2002-11-03,17,0.2206956863357924,11,0.41355325514298985,33,NA
bldr,2003,green-up date,2003-05-03,2003-05-01,-2,0.22355115394674402,11,0.41355325514298985,33,NA
bldr,2003,max,2003-07-14,2003-09-16,64,0.3578153922495517,11,0.41355325514298985,33,-0.05573786289343813
bldr,2003,senescence date,2003-10-17,2003-10-20,3,0.22054365579906274,11,0.41355325514298985,33,NA
bldr,2004,green-up date,2004-05-03,2004-05-02,-1,0.22653117357576857,11,0.41355325514298985,33,NA
bldr,2004,max,2004-07-14,2004-08-06,23,0.38180351446007815,11,0.41355325514298985,33,-0.0317497406829117
bldr,2004,senescence date,2004-10-17,2004-10-28,11,0.22153902336529066,11,0.41355325514298985,33,NA
bldr,2005,green-up date,2005-05-03,2005-05-04,1,0.22431637982824457,11,0.41355325514298985,33,NA
bldr,2005,max,2005-07-14,2005-06-11,-33,0.3432238062426011,11,0.41355325514298985,33,-0.07032944890038872
bldr,2005,senescence date,2005-10-17,2005-09-10,-37,0.22287704862503988,11,0.41355325514298985,33,NA
bldr,2006,green-up date,2006-05-03,2006-06-30,58,0.22452440688927458,11,0.41355325514298985,33,NA
bldr,2006,max,2006-07-14,2006-07-29,15,0.30880805568704606,11,0.41355325514298985,33,-0.1047451994559438
bldr,2006,senescence date,2006-10-17,2006-09-13,-34,0.22235047592017654,11,0.41355325514298985,33,NA
bldr,2007,green-up date,2007-05-03,2007-04-21,-12,0.2250760493766994,11,0.41355325514298985,33,NA
bldr,2007,max,2007-07-14,2007-06-07,-37,0.38526554942246305,11,0.41355325514298985,33,-0.0282877057205268
bldr,2007,senescence date,2007-10-17,2007-10-22,5,0.22026545885820487,11,0.41355325514298985,33,NA
bldr,2008,green-up date,2008-05-03,2008-05-09,6,0.22552260763593274,11,0.41355325514298985,33,NA
bldr,2008,max,2008-07-14,2008-06-08,-36,0.34279866148964105,11,0.41355325514298985,33,-0.0707545936533488
bldr,2008,senescence date,2008-10-17,2008-07-24,-85,0.22171244021568048,11,0.41355325514298985,33,NA
bldr,2009,green-up date,2009-05-03,2009-05-14,11,0.22726897247305491,11,0.41355325514298985,33,NA
bldr,2009,max,2009-07-14,2009-07-02,-12,0.40759111772965106,11,0.41355325514298985,33,-0.005962137413338786
bldr,2009,senescence date,2009-10-17,2009-09-11,-36,0.2234990988310404,11,0.41355325514298985,33,NA
bldr,2010,green-up date,2010-05-03,2010-05-08,5,0.22598736338329253,11,0.41355325514298985,33,NA
bldr,2010,max,2010-07-14,2010-06-26,-18,0.4275110118213719,11,0.41355325514298985,33,0.01395775667838206
bldr,2010,senescence date,2010-10-17,2010-09-21,-26,0.22181851633274216,11,0.41355325514298985,33,NA
bldr,2011,green-up date,2011-05-03,2011-05-23,20,0.22580051686786257,11,0.41355325514298985,33,NA
bldr,2011,max,2011-07-14,2011-07-19,5,0.33443381743140393,11,0.41355325514298985,33,-0.07911943771158592
bldr,2011,senescence date,2011-10-17,2011-10-24,7,0.2220231906953901,11,0.41355325514298985,33,NA
bldr,2012,green-up date,2012-05-03,2012-05-01,-2,0.22536878535528784,11,0.41355325514298985,33,NA
bldr,2012,max,2012-07-14,2012-07-27,13,0.32730062940989024,11,0.41355325514298985,33,-0.08625262573309961
bldr,2012,senescence date,2012-10-17,2012-10-30,13,0.22182470568175167,11,0.41355325514298985,33,NA
bldr,2013,green-up date,2013-05-03,2013-05-17,14,0.2269088904293927,11,0.41355325514298985,33,NA
bldr,2013,max,2013-07-14,2013-09-27,75,0.39973843607814885,11,0.41355325514298985,33,-0.013814819064841
bldr,2013,senescence date,2013-10-17,2013-11-11,25,0.2231771471683417,11,0.41355325514298985,33,NA
bldr,2014,green-up date,2014-05-03,2014-04-19,-14,0.22381240392961352,11,0.41355325514298985,33,NA
bldr,2014,max,2014-07-14,2014-06-12,-32,0.4226662395049284,11,0.41355325514298985,33,0.009112984361938525
bldr,2014,senescence date,2014-10-17,2014-11-01,15,0.2174672560229994,11,0.41355325514298985,33,NA
bldr,2015,green-up date,2015-05-03,2015-04-29,-4,0.22604344332055776,11,0.41355325514298985,33,NA
bldr,2015,max,2015-07-14,2015-07-07,-7,0.4750834105042693,11,0.41355325514298985,33,0.061530155361279426
bldr,2015,senescence date,2015-10-17,2015-09-24,-23,0.22278081834184266,11,0.41355325514298985,33,NA
bldr,2016,green-up date,2016-05-03,2016-05-11,8,0.2270609272352407,11,0.41355325514298985,33,NA
bldr,2016,max,2016-07-14,2016-06-15,-29,0.3961983310965161,11,0.41355325514298985,33,-0.017354924046473763
bldr,2016,senescence date,2016-10-17,2016-08-27,-51,0.22309119629708465,11,0.41355325514298985,33,NA
bldr,2017,green-up date,2017-05-03,2017-05-12,9,0.22444192485739292,11,0.41355325514298985,33,NA
bldr,2017,max,2017-07-14,2017-08-12,29,0.3781709054350574,11,0.41355325514298985,33,-0.03538234970793247
bldr,2017,senescence date,2017-10-17,2017-10-19,2,0.22112104357829304,11,0.41355325514298985,33,NA
bldr,2018,green-up date,2018-05-03,2018-04-28,-5,0.22515813780918184,11,0.41355325514298985,33,NA
bldr,2018,max,2018-07-14,2018-06-22,-22,0.40853627508574714,11,0.41355325514298985,33,-0.005016980057242715
bldr,2018,senescence date,2018-10-17,2018-10-26,9,0.22210427686496975,11,0.41355325514298985,33,NA
bldr,2019,green-up date,2019-05-03,2019-05-06,3,0.2239055657150935,11,0.41355325514298985,33,NA
bldr,2019,max,2019-07-14,2019-07-08,-6,0.48355074823319144,11,0.41355325514298985,33,0.06999749309020159
bldr,2019,senescence date,2019-10-17,2019-10-03,-14,0.22330583627875972,11,0.41355325514298985,33,NA
bldr,2020,green-up date,2020-05-03,2020-05-03,0,0.22440972052377214,11,0.41355325514298985,33,NA
bldr,2020,max,2020-07-14,2020-07-09,-5,0.39592723645554195,11,0.41355325514298985,33,-0.017626018687447897
bldr,2020,senescence date,2020-10-17,2020-10-27,10,0.22187425708444677,11,0.41355325514298985,33,NA
bnbt,1987,green-up date,1987-05-21,1987-06-11,21,0.38583249525251234,12,0.6806034570906012,31,NA
bnbt,1987,max,1987-07-21,1987-07-29,8,0.535720443601651,12,0.6806034570906012,31,-0.14488301348895016
bnbt,1987,senescence date,1987-10-05,1987-09-21,-14,0.3827196709396597,12,0.6806034570906012,31,NA
bnbt,1988,green-up date,1988-05-21,1988-06-18,28,0.3882913953458672,12,0.6806034570906012,31,NA
bnbt,1988,max,1988-07-21,1988-08-12,22,0.7141523373323286,12,0.6806034570906012,31,0.03354888024172742
bnbt,1988,senescence date,1988-10-05,1988-10-09,4,0.3773401423026703,12,0.6806034570906012,31,NA
bnbt,1992,green-up date,1992-05-21,1992-07-11,51,0.38571198680481517,12,0.6806034570906012,31,NA
bnbt,1992,max,1992-07-21,1992-08-17,27,0.4479518203939038,12,0.6806034570906012,31,-0.23265163669669742
bnbt,1992,senescence date,1992-10-05,1992-09-21,-14,0.38214977293370744,12,0.6806034570906012,31,NA
bnbt,1993,green-up date,1993-05-21,1993-06-18,28,0.38566376371573413,12,0.6806034570906012,31,NA
bnbt,1993,max,1993-07-21,1993-08-24,34,0.6483692222447842,12,0.6806034570906012,31,-0.032234234845817
bnbt,1993,senescence date,1993-10-05,1993-10-26,21,0.3815915082576312,12,0.6806034570906012,31,NA
bnbt,1994,green-up date,1994-05-21,1994-05-08,-13,0.38467258872595117,12,0.6806034570906012,31,NA
bnbt,1994,max,1994-07-21,1994-07-08,-13,0.589606080538831,12,0.6806034570906012,31,-0.0909973765517702
bnbt,1994,senescence date,1994-10-05,1994-09-10,-25,0.3806698354061769,12,0.6806034570906012,31,NA
bnbt,1995,green-up date,1995-05-21,1995-05-18,-3,0.3832100361418636,12,0.6806034570906012,31,NA
bnbt,1995,max,1995-07-21,1995-08-06,16,0.6168705284803023,12,0.6806034570906012,31,-0.06373292861029889
bnbt,1995,senescence date,1995-10-05,1995-10-25,20,0.3808921243850569,12,0.6806034570906012,31,NA
bnbt,1996,green-up date,1996-05-21,1996-05-16,-5,0.3874000467587016,12,0.6806034570906012,31,NA
bnbt,1996,max,1996-07-21,1996-07-19,-2,0.6391883635378705,12,0.6806034570906012,31,-0.041415093552730764
bnbt,1996,senescence date,1996-10-05,1996-10-11,6,0.3816286869436851,12,0.6806034570906012,31,NA
bnbt,1997,green-up date,1997-05-21,1997-05-25,4,0.38807841725370945,12,0.6806034570906012,31,NA
bnbt,1997,max,1997-07-21,1997-07-22,1,0.6493243391807493,12,0.6806034570906012,31,-0.03127911790985194
bnbt,1997,senescence date,1997-10-05,1997-10-08,3,0.38247008088596196,12,0.6806034570906012,31,NA
bnbt,1998,green-up date,1998-05-21,1998-04-29,-22,0.38509652667266714,12,0.6806034570906012,31,NA
bnbt,1998,max,1998-07-21,1998-07-11,-10,0.5908238155817607,12,0.6806034570906012,31,-0.08977964150884055
bnbt,1998,senescence date,1998-10-05,1998-09-28,-7,0.3810861823782159,12,0.6806034570906012,31,NA
bnbt,1999,green-up date,1999-05-21,1999-05-11,-10,0.3879328392844068,12,0.6806034570906012,31,NA
bnbt,1999,max,1999-07-21,1999-07-15,-6,0.7386771866692248,12,0.6806034570906012,31,0.058073729578623556
bnbt,1999,senescence date,1999-10-05,1999-09-30,-5,0.37825275908593586,12,0.6806034570906012,31,NA
bnbt,2000,green-up date,2000-05-21,2000-05-04,-17,0.3847603708093598,12,0.6806034570906012,31,NA
bnbt,2000,max,2000-07-21,2000-06-27,-24,0.7177041770985101,12,0.6806034570906012,31,0.03710072000790887
bnbt,2000,senescence date,2000-10-05,2000-09-28,-7,0.38057778596259045,12,0.6806034570906012,31,NA
bnbt,2001,green-up date,2001-05-21,2001-05-05,-16,0.3900629885885183,12,0.6806034570906012,31,NA
bnbt,2001,max,2001-07-21,2001-07-06,-15,0.7380938086560621,12,0.6806034570906012,31,0.057490351565460895
bnbt,2001,senescence date,2001-10-05,2001-09-22,-13,0.377562437507802,12,0.6806034570906012,31,NA
bnbt,2002,green-up date,2002-05-21,2002-05-21,0,0.3830023987506577,12,0.6806034570906012,31,NA
bnbt,2002,max,2002-07-21,2002-07-09,-12,0.7046078016448589,12,0.6806034570906012,31,0.024004344554257706
bnbt,2002,senescence date,2002-10-05,2002-09-14,-21,0.37924282656034497,12,0.6806034570906012,31,NA
bnbt,2003,green-up date,2003-05-21,2003-05-26,5,0.3854795663208292,12,0.6806034570906012,31,NA
bnbt,2003,max,2003-07-21,2003-07-12,-9,0.5830651957973955,12,0.6806034570906012,31,-0.09753826129320575
bnbt,2003,senescence date,2003-10-05,2003-09-13,-22,0.37951345582115564,12,0.6806034570906012,31,NA
bnbt,2004,green-up date,2004-05-21,2004-05-19,-2,0.38681706968217683,12,0.6806034570906012,31,NA
bnbt,2004,max,2004-07-21,2004-07-18,-3,0.601266988082517,12,0.6806034570906012,31,-0.07933646900808422
bnbt,2004,senescence date,2004-10-05,2004-09-15,-20,0.3800289215328635,12,0.6806034570906012,31,NA
bnbt,2005,green-up date,2005-05-21,2005-05-26,5,0.38890646775210064,12,0.6806034570906012,31,NA
bnbt,2005,max,2005-07-21,2005-07-12,-9,0.624872926924207,12,0.6806034570906012,31,-0.05573053016639418
bnbt,2005,senescence date,2005-10-05,2005-09-11,-24,0.3813750762100617,12,0.6806034570906012,31,NA
bnbt,2006,green-up date,2006-05-21,2006-05-21,0,0.3841966955949696,12,0.6806034570906012,31,NA
bnbt,2006,max,2006-07-21,2006-07-12,-9,0.6362546779676183,12,0.6806034570906012,31,-0.04434877912298296
bnbt,2006,senescence date,2006-10-05,2006-09-22,-13,0.38242571141380904,12,0.6806034570906012,31,NA
bnbt,2007,green-up date,2007-05-21,2007-05-17,-4,0.39103807172685484,12,0.6806034570906012,31,NA
bnbt,2007,max,2007-07-21,2007-07-09,-12,0.6629335072653213,12,0.6806034570906012,31,-0.017669949825279918
bnbt,2007,senescence date,2007-10-05,2007-09-16,-19,0.37993367704987013,12,0.6806034570906012,31,NA
bnbt,2008,green-up date,2008-05-21,2008-04-28,-23,0.3869380080033787,12,0.6806034570906012,31,NA
bnbt,2008,max,2008-07-21,2008-07-08,-13,0.6596838890386162,12,0.6806034570906012,31,-0.020919568051985027
bnbt,2008,senescence date,2008-10-05,2008-09-22,-13,0.37866917830204294,12,0.6806034570906012,31,NA
bnbt,2009,green-up date,2009-05-21,2009-05-29,8,0.3892570483112053,12,0.6806034570906012,31,NA
bnbt,2009,max,2009-07-21,2009-07-21,0,0.6349742965478635,12,0.6806034570906012,31,-0.04562916054273769
bnbt,2009,senescence date,2009-10-05,2009-09-26,-9,0.3826055148029268,12,0.6806034570906012,31,NA
bnbt,2010,green-up date,2010-05-21,2010-05-19,-2,0.3886681791790696,12,0.6806034570906012,31,NA
bnbt,2010,max,2010-07-21,2010-07-16,-5,0.6078866504183411,12,0.6806034570906012,31,-0.0727168066722601
bnbt,2010,senescence date,2010-10-05,2010-09-26,-9,0.3795270443695942,12,0.6806034570906012,31,NA
bnbt,2011,green-up date,2011-05-21,2011-05-21,0,0.3841827602515709,12,0.6806034570906012,31,NA
bnbt,2011,max,2011-07-21,2011-07-17,-4,0.6616534111237976,12,0.6806034570906012,31,-0.018950045966803608
bnbt,2011,senescence date,2011-10-05,2011-09-29,-6,0.37879099506176067,12,0.6806034570906012,31,NA
bnbt,2012,green-up date,2012-05-21,2012-05-02,-19,0.3834013400428775,12,0.6806034570906012,31,NA
bnbt,2012,max,2012-07-21,2012-07-21,0,0.5762276956134513,12,0.6806034570906012,31,-0.10437576147714989
bnbt,2012,senescence date,2012-10-05,2012-10-03,-2,0.3807686264794871,12,0.6806034570906012,31,NA
bnbt,2013,green-up date,2013-05-21,2013-05-05,-16,0.38974525254449677,12,0.6806034570906012,31,NA
bnbt,2013,max,2013-07-21,2013-07-11,-10,0.7688570747472504,12,0.6806034570906012,31,0.08825361765664919
bnbt,2013,senescence date,2013-10-05,2013-10-16,11,0.3828629568386251,12,0.6806034570906012,31,NA
bnbt,2014,green-up date,2014-05-21,2014-05-16,-5,0.3868994899372315,12,0.6806034570906012,31,NA
bnbt,2014,max,2014-07-21,2014-07-19,-2,0.7255575892626037,12,0.6806034570906012,31,0.0449541321720025
bnbt,2014,senescence date,2014-10-05,2014-10-16,11,0.3783864732333718,12,0.6806034570906012,31,NA
bnbt,2015,green-up date,2015-05-21,2015-05-28,7,0.3852456582997289,12,0.6806034570906012,31,NA
bnbt,2015,max,2015-07-21,2015-07-31,10,0.64888381848373,12,0.6806034570906012,31,-0.031719638606871214
bnbt,2015,senescence date,2015-10-05,2015-10-12,7,0.3822476336892877,12,0.6806034570906012,31,NA
bnbt,2016,green-up date,2016-05-21,2016-05-17,-4,0.38483359004547046,12,0.6806034570906012,31,NA
bnbt,2016,max,2016-07-21,2016-07-26,5,0.6970755460190262,12,0.6806034570906012,31,0.016472088928425
bnbt,2016,senescence date,2016-10-05,2016-10-18,13,0.3780063855862159,12,0.6806034570906012,31,NA
bnbt,2017,green-up date,2017-05-21,2017-05-19,-2,0.3876903308723829,12,0.6806034570906012,31,NA
bnbt,2017,max,2017-07-21,2017-07-06,-15,0.638645641737952,12,0.6806034570906012,31,-0.0419578153526492
bnbt,2017,senescence date,2017-10-05,2017-11-18,44,0.37562263550929587,12,0.6806034570906012,31,NA
bnbt,2018,green-up date,2018-05-21,2018-04-29,-22,0.389326273064557,12,0.6806034570906012,31,NA
bnbt,2018,max,2018-07-21,2018-06-29,-22,0.7719025571313815,12,0.6806034570906012,31,0.09129910004078023
bnbt,2018,senescence date,2018-10-05,2018-10-14,9,0.3820834452977107,12,0.6806034570906012,31,NA
bnbt,2019,green-up date,2019-05-21,2019-05-24,3,0.3864236170525671,12,0.6806034570906012,31,NA
bnbt,2019,max,2019-07-21,2019-08-09,19,0.6763033710840239,12,0.6806034570906012,31,-0.004300086006577275
bnbt,2019,senescence date,2019-10-05,2019-11-08,34,0.37976197226191916,12,0.6806034570906012,31,NA
bnbt,2020,green-up date,2020-05-21,2020-04-16,-35,0.3855710838254669,12,0.6806034570906012,31,NA
bnbt,2020,max,2020-07-21,2020-07-20,-1,0.594461003207549,12,0.6806034570906012,31,-0.0861424538830522
bnbt,2020,senescence date,2020-10-05,2020-10-29,24,0.38158687591575335,12,0.6806034570906012,31,NA
bnch,1985,green-up date,1985-05-06,1985-05-07,1,0.36094707351696265,13,0.6088244070302855,27,NA
bnch,1985,max,1985-07-20,1985-08-03,14,0.6279383195662015,13,0.6088244070302855,27,0.01911391253591599
bnch,1985,senescence date,1985-11-13,1985-10-26,-18,0.35978814146250776,13,0.6088244070302855,27,NA
bnch,1986,green-up date,1986-05-06,1986-02-27,-68,0.3616192505726773,13,0.6088244070302855,27,NA
bnch,1986,max,1986-07-20,1986-08-02,13,0.6072051644115211,13,0.6088244070302855,27,-0.0016192426187644493
bnch,1986,senescence date,1986-11-13,1986-12-28,45,0.36058185941027365,13,0.6088244070302855,27,NA
bnch,1988,green-up date,1988-05-06,1988-04-15,-21,0.3617787616694677,13,0.6088244070302855,27,NA
bnch,1988,max,1988-07-20,1988-07-28,8,0.6347261083305603,13,0.6088244070302855,27,0.025901701300274804
bnch,1988,senescence date,1988-11-13,1988-12-20,37,0.36089640290541775,13,0.6088244070302855,27,NA
bnch,1992,green-up date,1992-05-06,1992-03-19,-48,0.375642600395882,13,0.6088244070302855,27,NA
bnch,1992,max,1992-07-20,1992-06-03,-47,0.5630604916727097,13,0.6088244070302855,27,-0.045763915357575846
bnch,1992,senescence date,1992-11-13,1992-10-27,-17,0.35728954000024443,13,0.6088244070302855,27,NA
bnch,1994,green-up date,1994-05-06,1994-04-11,-25,0.3620751315390331,13,0.6088244070302855,27,NA
bnch,1994,max,1994-07-20,1994-07-24,4,0.6206623646349368,13,0.6088244070302855,27,0.011837957604651339
bnch,1994,senescence date,1994-11-13,1994-10-30,-14,0.357440015768775,13,0.6088244070302855,27,NA
bnch,1996,green-up date,1996-05-06,1996-02-05,-91,0.39648594616017274,13,0.6088244070302855,27,NA
bnch,1996,max,1996-07-20,1996-07-14,-6,0.6210682514455317,13,0.6088244070302855,27,0.012243844415246175
bnch,1996,senescence date,1996-11-13,1996-12-24,41,0.3600215800005986,13,0.6088244070302855,27,NA
bnch,1998,green-up date,1998-05-06,1998-04-22,-14,0.36199603256137475,13,0.6088244070302855,27,NA
bnch,1998,max,1998-07-20,1998-07-30,10,0.6645244846784814,13,0.6088244070302855,27,0.055700077648195845
bnch,1998,senescence date,1998-11-13,1998-11-14,1,0.36013459347438126,13,0.6088244070302855,27,NA
bnch,1999,green-up date,1999-05-06,1999-06-08,33,0.36276603231818,13,0.6088244070302855,27,NA
bnch,1999,max,1999-07-20,1999-08-12,23,0.6608412613457719,13,0.6088244070302855,27,0.052016854315486416
bnch,1999,senescence date,1999-11-13,1999-11-04,-9,0.35986697658647376,13,0.6088244070302855,27,NA
bnch,2000,green-up date,2000-05-06,2000-05-06,0,0.3622174774845024,13,0.6088244070302855,27,NA
bnch,2000,max,2000-07-20,2000-07-30,10,0.6887607670943334,13,0.6088244070302855,27,0.07993636006404792
bnch,2000,senescence date,2000-11-13,2000-10-31,-13,0.35860003523459605,13,0.6088244070302855,27,NA
bnch,2001,green-up date,2001-05-06,2001-02-16,-79,0.36192257724980964,13,0.6088244070302855,27,NA
bnch,2001,max,2001-07-20,2001-07-17,-3,0.661397769984854,13,0.6088244070302855,27,0.05257336295456849
bnch,2001,senescence date,2001-11-13,2001-12-01,18,0.3578939502573169,13,0.6088244070302855,27,NA
bnch,2002,green-up date,2002-05-06,2002-02-18,-77,0.3624456569588458,13,0.6088244070302855,27,NA
bnch,2002,max,2002-07-20,2002-08-08,19,0.6892722314495926,13,0.6088244070302855,27,0.08044782441930709
bnch,2002,senescence date,2002-11-13,2002-12-14,31,0.3527439154007669,13,0.6088244070302855,27,NA
bnch,2003,green-up date,2003-05-06,2003-04-29,-7,0.36219866964973696,13,0.6088244070302855,27,NA
bnch,2003,max,2003-07-20,2003-07-24,4,0.6402142795168223,13,0.6088244070302855,27,0.031389872486536796
bnch,2003,senescence date,2003-11-13,2003-11-17,4,0.356759865011257,13,0.6088244070302855,27,NA
bnch,2004,green-up date,2004-05-06,2004-04-10,-26,0.3646402417628235,13,0.6088244070302855,27,NA
bnch,2004,max,2004-07-20,2004-07-25,5,0.6602229485278651,13,0.6088244070302855,27,0.05139854149757961
bnch,2004,senescence date,2004-11-13,2004-11-26,13,0.35758019952982933,13,0.6088244070302855,27,NA
bnch,2006,green-up date,2006-05-06,2006-05-07,1,0.36112097813284977,13,0.6088244070302855,27,NA
bnch,2006,max,2006-07-20,2006-05-31,-50,0.4457356608274895,13,0.6088244070302855,27,-0.163088746202796
bnch,2006,senescence date,2006-11-13,2006-09-16,-58,0.36031234263619843,13,0.6088244070302855,27,NA
bnch,2008,green-up date,2008-05-06,2008-07-23,78,0.3624482004087165,13,0.6088244070302855,27,NA
bnch,2008,max,2008-07-20,2008-08-20,31,0.4059568390862952,13,0.6088244070302855,27,-0.2028675679439903
bnch,2008,senescence date,2008-11-13,2008-11-12,-1,0.3586316886712954,13,0.6088244070302855,27,NA
bnch,2009,green-up date,2009-05-06,2009-06-09,34,0.36118052001378054,13,0.6088244070302855,27,NA
bnch,2009,max,2009-07-20,2009-07-13,-7,0.5072787576310916,13,0.6088244070302855,27,-0.10154564939919386
bnch,2009,senescence date,2009-11-13,2009-09-26,-48,0.3539465228923755,13,0.6088244070302855,27,NA
bnch,2010,green-up date,2010-05-06,2010-05-31,25,0.3641554779041697,13,0.6088244070302855,27,NA
bnch,2010,max,2010-07-20,2010-07-19,-1,0.5593859915743555,13,0.6088244070302855,27,-0.049438415455929974
bnch,2010,senescence date,2010-11-13,2010-10-22,-22,0.35580963278993966,13,0.6088244070302855,27,NA
bnch,2011,green-up date,2011-05-06,2011-06-24,49,0.3671774233679485,13,0.6088244070302855,27,NA
bnch,2011,max,2011-07-20,2011-08-03,14,0.5747673014294356,13,0.6088244070302855,27,-0.03405710560084996
bnch,2011,senescence date,2011-11-13,2011-11-11,-2,0.35976238964018037,13,0.6088244070302855,27,NA
bnch,2012,green-up date,2012-05-06,2012-05-28,22,0.36165542975438875,13,0.6088244070302855,27,NA
bnch,2012,max,2012-07-20,2012-07-29,9,0.5754686636700964,13,0.6088244070302855,27,-0.033355743360189094
bnch,2012,senescence date,2012-11-13,2012-10-20,-24,0.36028972543428206,13,0.6088244070302855,27,NA
bnch,2013,green-up date,2013-05-06,2013-05-26,20,0.36502418341707676,13,0.6088244070302855,27,NA
bnch,2013,max,2013-07-20,2013-07-15,-5,0.5895913394553686,13,0.6088244070302855,27,-0.01923306757491694
bnch,2013,senescence date,2013-11-13,2013-11-20,7,0.35733543443280197,13,0.6088244070302855,27,NA
bnch,2014,green-up date,2014-05-06,2014-05-15,9,0.36294437324013673,13,0.6088244070302855,27,NA
bnch,2014,max,2014-07-20,2014-07-04,-16,0.606419215924307,13,0.6088244070302855,27,-0.002405191105978477
bnch,2014,senescence date,2014-11-13,2014-12-01,18,0.35864204246213344,13,0.6088244070302855,27,NA
bnch,2015,green-up date,2015-05-06,2015-05-09,3,0.3626135454093243,13,0.6088244070302855,27,NA
bnch,2015,max,2015-07-20,2015-06-21,-29,0.5488907064998231,13,0.6088244070302855,27,-0.05993370053046243
bnch,2015,senescence date,2015-11-13,2015-11-26,13,0.35792790908906097,13,0.6088244070302855,27,NA
bnch,2016,green-up date,2016-05-06,2016-05-09,3,0.3625125593761467,13,0.6088244070302855,27,NA
bnch,2016,max,2016-07-20,2016-06-27,-23,0.6164541194693467,13,0.6088244070302855,27,0.007629712439061187
bnch,2016,senescence date,2016-11-13,2016-11-11,-2,0.3583152667945581,13,0.6088244070302855,27,NA
bnch,2017,green-up date,2017-05-06,2017-05-31,25,0.3669785699623351,13,0.6088244070302855,27,NA
bnch,2017,max,2017-07-20,2017-07-07,-13,0.5705026557967824,13,0.6088244070302855,27,-0.03832175123350312
bnch,2017,senescence date,2017-11-13,2017-10-30,-14,0.3587270970679042,13,0.6088244070302855,27,NA
bnch,2018,green-up date,2018-05-06,2018-05-16,10,0.36268166485718906,13,0.6088244070302855,27,NA
bnch,2018,max,2018-07-20,2018-07-01,-19,0.5932746201930068,13,0.6088244070302855,27,-0.0155497868372787
bnch,2018,senescence date,2018-11-13,2018-11-18,5,0.3572541784331228,13,0.6088244070302855,27,NA
bnch,2019,green-up date,2019-05-06,2019-05-19,13,0.3669234893509076,13,0.6088244070302855,27,NA
bnch,2019,max,2019-07-20,2019-07-12,-8,0.6048732608320031,13,0.6088244070302855,27,-0.003951146198282407
bnch,2019,senescence date,2019-11-13,2019-11-12,-1,0.35669622108269544,13,0.6088244070302855,27,NA
bnch,2020,green-up date,2020-05-06,2020-05-29,23,0.36347889179380616,13,0.6088244070302855,27,NA
bnch,2020,max,2020-07-20,2020-07-18,-2,0.6111821166583286,13,0.6088244070302855,27,0.0023577096280430476
bnch,2020,senescence date,2020-11-13,2020-10-20,-24,0.3569456445070205,13,0.6088244070302855,27,NA
bogong,1993,green-up date,1992-10-28,1992-11-10,13,0.32040919106097043,14,0.5859889707228797,19,NA
bogong,1993,max,1993-02-06,1993-02-24,18,0.6371908107805442,14,0.5859889707228797,19,0.05120184005766448
bogong,1993,senescence date,1993-05-20,1993-06-26,37,0.31576851070453416,14,0.5859889707228797,19,NA
bogong,1995,green-up date,1994-10-28,1994-11-13,16,0.3214735665035348,14,0.5859889707228797,19,NA
bogong,1995,max,1995-02-06,1995-02-05,-1,0.5953743371944891,14,0.5859889707228797,19,0.009385366471609369
