site,gs,Type,TypicalDate,Date,DaysFromAvg,ndvi,sitenum,avg_ndvi_max,N,Change_ndvi_max
lubb,1996,senescence date,1996-10-26,1996-10-13,-13,0.2697151178631647,68,0.43568752316735787,27,NA
lubb,1997,green-up date,1997-04-30,1997-04-05,-25,0.27344675799120394,68,0.43568752316735787,27,NA
lubb,1997,max,1997-07-17,1997-06-26,-21,0.48808572767845837,68,0.43568752316735787,27,0.0523982045111005
lubb,1997,senescence date,1997-10-26,1997-10-25,-1,0.2689291170309459,68,0.43568752316735787,27,NA
lubb,1998,green-up date,1998-04-30,1998-08-19,111,0.27142476298714796,68,0.43568752316735787,27,NA
lubb,1998,max,1998-07-17,1998-09-07,52,0.2785201203413112,68,0.43568752316735787,27,-0.1571674028260467
lubb,1998,senescence date,1998-10-26,1998-09-26,-30,0.27054336531334106,68,0.43568752316735787,27,NA
lubb,1999,green-up date,1999-04-30,1999-04-18,-12,0.27177513778521173,68,0.43568752316735787,27,NA
lubb,1999,max,1999-07-17,1999-06-25,-22,0.49632558573293223,68,0.43568752316735787,27,0.06063806256557436
lubb,1999,senescence date,1999-10-26,1999-11-17,22,0.26970954500243327,68,0.43568752316735787,27,NA
lubb,2000,green-up date,2000-04-30,2000-04-21,-9,0.27286486029228235,68,0.43568752316735787,27,NA
lubb,2000,max,2000-07-17,2000-07-03,-14,0.4976562341921702,68,0.43568752316735787,27,0.06196871102481233
lubb,2000,senescence date,2000-10-26,2000-08-17,-70,0.26927904822617466,68,0.43568752316735787,27,NA
lubb,2001,green-up date,2001-04-30,2001-03-06,-55,0.27337449881675835,68,0.43568752316735787,27,NA
lubb,2001,max,2001-07-17,2001-05-08,-70,0.38016534913390837,68,0.43568752316735787,27,-0.0555221740334495
lubb,2001,senescence date,2001-10-26,2001-06-27,-121,0.2707452490796639,68,0.43568752316735787,27,NA
lubb,2002,green-up date,2002-04-30,2002-04-30,0,0.275222288138283,68,0.43568752316735787,27,NA
lubb,2002,max,2002-07-17,2002-06-27,-20,0.45947567322733046,68,0.43568752316735787,27,0.02378815005997259
lubb,2002,senescence date,2002-10-26,2002-08-20,-67,0.27123341266690626,68,0.43568752316735787,27,NA
lubb,2003,green-up date,2003-04-30,2003-05-03,3,0.27171161943965433,68,0.43568752316735787,27,NA
lubb,2003,max,2003-07-17,2003-06-17,-30,0.3501628148564744,68,0.43568752316735787,27,-0.08552470831088349
lubb,2003,senescence date,2003-10-26,2003-09-18,-38,0.27122054522779016,68,0.43568752316735787,27,NA
lubb,2004,green-up date,2004-04-30,2004-04-04,-26,0.2760777191063237,68,0.43568752316735787,27,NA
lubb,2004,max,2004-07-17,2004-05-14,-64,0.4808248686378865,68,0.43568752316735787,27,0.04513734547052861
lubb,2004,senescence date,2004-10-26,2004-12-14,49,0.26813057348569624,68,0.43568752316735787,27,NA
lubb,2005,green-up date,2005-04-30,2005-01-24,-96,0.2908505860726885,68,0.43568752316735787,27,NA
lubb,2005,max,2005-07-17,2005-03-31,-108,0.5215661184052969,68,0.43568752316735787,27,0.085878595237939
lubb,2005,senescence date,2005-10-26,2005-09-22,-34,0.2710457684530403,68,0.43568752316735787,27,NA
lubb,2006,green-up date,2006-04-30,2006-08-26,118,0.2718653536052899,68,0.43568752316735787,27,NA
lubb,2006,max,2006-07-17,2006-10-17,92,0.39052166130480725,68,0.43568752316735787,27,-0.045165861862550616
lubb,2006,senescence date,2006-10-26,2006-11-26,31,0.26767023711694765,68,0.43568752316735787,27,NA
lubb,2007,green-up date,2007-04-30,2007-03-12,-49,0.27573627975176734,68,0.43568752316735787,27,NA
lubb,2007,max,2007-07-17,2007-05-26,-52,0.5881891163036743,68,0.43568752316735787,27,0.15250159313631645
lubb,2007,senescence date,2007-10-26,2007-10-22,-4,0.2711052295648349,68,0.43568752316735787,27,NA
lubb,2008,green-up date,2008-04-30,2008-05-25,25,0.27131126369297287,68,0.43568752316735787,27,NA
lubb,2008,max,2008-07-17,2008-09-29,74,0.48467657465721403,68,0.43568752316735787,27,0.04898905148985616
lubb,2008,senescence date,2008-10-26,2008-11-24,29,0.2680261036385328,68,0.43568752316735787,27,NA
lubb,2009,green-up date,2009-04-30,2009-05-04,4,0.2714632338293966,68,0.43568752316735787,27,NA
lubb,2009,max,2009-07-17,2009-06-26,-21,0.3153622884043154,68,0.43568752316735787,27,-0.12032523476304247
lubb,2009,senescence date,2009-10-26,2009-10-02,-24,0.27016538489162073,68,0.43568752316735787,27,NA
lubb,2010,green-up date,2010-04-30,2010-04-18,-12,0.27678790126791797,68,0.43568752316735787,27,NA
lubb,2010,max,2010-07-17,2010-07-17,0,0.5576050784213524,68,0.43568752316735787,27,0.12191755525399456
lubb,2010,senescence date,2010-10-26,2010-10-30,4,0.27010864107924115,68,0.43568752316735787,27,NA
lubb,2013,green-up date,2013-04-30,2013-06-19,50,0.273752469413066,68,0.43568752316735787,27,NA
lubb,2013,max,2013-07-17,2013-08-15,29,0.46801340098921235,68,0.43568752316735787,27,0.032325877821854476
lubb,2013,senescence date,2013-10-26,2013-11-10,15,0.2708905661905709,68,0.43568752316735787,27,NA
lubb,2014,green-up date,2014-04-30,2014-05-28,28,0.2752701646116608,68,0.43568752316735787,27,NA
lubb,2014,max,2014-07-17,2014-10-14,89,0.49503516258267316,68,0.43568752316735787,27,0.05934763941531529
lubb,2014,senescence date,2014-10-26,2014-11-29,34,0.26638922617466654,68,0.43568752316735787,27,NA
lubb,2015,green-up date,2015-04-30,2015-04-25,-5,0.2719676392622273,68,0.43568752316735787,27,NA
lubb,2015,max,2015-07-17,2015-07-12,-5,0.5611400886422739,68,0.43568752316735787,27,0.12545256547491607
lubb,2015,senescence date,2015-10-26,2015-11-16,21,0.2688100884034687,68,0.43568752316735787,27,NA
lubb,2016,green-up date,2016-04-30,2016-04-03,-27,0.27306448823255547,68,0.43568752316735787,27,NA
lubb,2016,max,2016-07-17,2016-06-13,-34,0.5102254591283389,68,0.43568752316735787,27,0.07453793596098107
lubb,2016,senescence date,2016-10-26,2016-12-06,41,0.27062856950238023,68,0.43568752316735787,27,NA
lubb,2017,green-up date,2017-04-30,2017-04-02,-28,0.27212631721090913,68,0.43568752316735787,27,NA
lubb,2017,max,2017-07-17,2017-08-20,34,0.49520885856785535,68,0.43568752316735787,27,0.05952133540049748
lubb,2017,senescence date,2017-10-26,2017-11-15,20,0.2712722299998714,68,0.43568752316735787,27,NA
lubb,2018,green-up date,2018-04-30,2018-08-21,113,0.2717073708143192,68,0.43568752316735787,27,NA
lubb,2018,max,2018-07-17,2018-10-14,89,0.40928299932963647,68,0.43568752316735787,27,-0.026404523837721405
lubb,2018,senescence date,2018-10-26,2018-11-27,32,0.2691666638400195,68,0.43568752316735787,27,NA
lubb,2019,green-up date,2019-04-30,2019-03-23,-38,0.2729398280460133,68,0.43568752316735787,27,NA
lubb,2019,max,2019-07-17,2019-05-24,-54,0.49105150206662085,68,0.43568752316735787,27,0.05536397889926298
lubb,2019,senescence date,2019-10-26,2019-09-27,-29,0.2707068898179246,68,0.43568752316735787,27,NA
lubb,2020,green-up date,2020-04-30,2020-03-31,-30,0.27155821712225964,68,0.43568752316735787,27,NA
lubb,2020,max,2020-07-17,2020-06-07,-40,0.37317068649555124,68,0.43568752316735787,27,-0.06251683667180663
lubb,2020,senescence date,2020-10-26,2020-09-07,-49,0.2701092572804178,68,0.43568752316735787,27,NA
marc,1987,green-up date,1986-10-21,1986-11-05,15,0.40121516235514754,69,0.5473196164937136,27,NA
marc,1987,max,1987-02-02,1987-01-27,-6,0.5106964317177397,69,0.5473196164937136,27,-0.03662318477597393
marc,1987,senescence date,1987-05-17,1987-05-17,0,0.3996279155833558,69,0.5473196164937136,27,NA
marc,1988,green-up date,1987-10-21,1987-09-22,-29,0.4016455003209289,69,0.5473196164937136,27,NA
marc,1988,max,1988-02-02,1988-01-29,-4,0.5441050127943956,69,0.5473196164937136,27,-0.0032146036993180305
marc,1988,senescence date,1988-05-17,1988-06-09,23,0.40048949016000573,69,0.5473196164937136,27,NA
marc,1989,green-up date,1988-10-21,1988-10-18,-3,0.40096656080771004,69,0.5473196164937136,27,NA
marc,1989,max,1989-02-02,1988-12-21,-43,0.4751228247643149,69,0.5473196164937136,27,-0.07219679172939875
marc,1989,senescence date,1989-05-17,1989-03-08,-70,0.3997142746435873,69,0.5473196164937136,27,NA
marc,1990,green-up date,1989-10-21,1989-08-30,-52,0.40177230472663417,69,0.5473196164937136,27,NA
marc,1990,max,1990-02-02,1990-02-07,5,0.5092488935637565,69,0.5473196164937136,27,-0.03807072292995717
marc,1990,senescence date,1990-05-17,1990-06-23,37,0.40052351407417086,69,0.5473196164937136,27,NA
marc,1991,green-up date,1990-10-21,1990-08-03,-79,0.4250916580153532,69,0.5473196164937136,27,NA
marc,1991,max,1991-02-02,1990-11-09,-85,0.5568907936576487,69,0.5473196164937136,27,0.009571177163935074
marc,1991,senescence date,1991-05-17,1991-06-17,31,0.4001983994110594,69,0.5473196164937136,27,NA
marc,1992,green-up date,1991-10-21,1991-12-12,52,0.4008199197711602,69,0.5473196164937136,27,NA
marc,1992,max,1992-02-02,1992-03-14,41,0.4541820311863811,69,0.5473196164937136,27,-0.09313758530733252
marc,1992,senescence date,1992-05-17,1992-05-20,3,0.39988341216085294,69,0.5473196164937136,27,NA
marc,1993,green-up date,1992-10-21,1992-09-11,-40,0.4005934252266989,69,0.5473196164937136,27,NA
marc,1993,max,1993-02-02,1992-12-05,-59,0.5174250920560536,69,0.5473196164937136,27,-0.029894524437660053
marc,1993,senescence date,1993-05-17,1993-02-15,-91,0.39894463621141274,69,0.5473196164937136,27,NA
marc,1996,green-up date,1995-10-21,1995-11-29,39,0.40109826263640425,69,0.5473196164937136,27,NA
marc,1996,max,1996-02-02,1996-03-27,54,0.4642900297318081,69,0.5473196164937136,27,-0.08302958676190553
marc,1996,senescence date,1996-05-17,1996-05-17,0,0.40040982219849475,69,0.5473196164937136,27,NA
marc,1997,green-up date,1996-10-21,1996-11-14,24,0.4009650388214124,69,0.5473196164937136,27,NA
marc,1997,max,1997-02-02,1997-02-21,19,0.5039299010849752,69,0.5473196164937136,27,-0.04338971540873848
marc,1997,senescence date,1997-05-17,1997-06-08,22,0.4003757298897858,69,0.5473196164937136,27,NA
marc,1998,green-up date,1997-10-21,1997-10-08,-13,0.40096120284420894,69,0.5473196164937136,27,NA
marc,1998,max,1998-02-02,1998-01-14,-19,0.45652157115172415,69,0.5473196164937136,27,-0.09079804534198949
marc,1998,senescence date,1998-05-17,1998-04-23,-24,0.4002403198304589,69,0.5473196164937136,27,NA
marc,1999,green-up date,1998-10-21,1998-10-07,-14,0.40141664981621444,69,0.5473196164937136,27,NA
marc,1999,max,1999-02-02,1999-02-06,4,0.48330189542321383,69,0.5473196164937136,27,-0.0640177210704998
marc,1999,senescence date,1999-05-17,1999-06-17,31,0.3997744506492667,69,0.5473196164937136,27,NA
marc,2000,green-up date,1999-10-21,1999-10-20,-1,0.40130913154350173,69,0.5473196164937136,27,NA
marc,2000,max,2000-02-02,2000-03-17,44,0.5560135954932218,69,0.5473196164937136,27,0.00869397899950819
marc,2000,senescence date,2000-05-17,2000-05-10,-7,0.4003602727117757,69,0.5473196164937136,27,NA
marc,2001,green-up date,2000-10-21,2000-12-22,62,0.4006758634081466,69,0.5473196164937136,27,NA
marc,2001,max,2001-02-02,2001-02-18,16,0.49297699547964635,69,0.5473196164937136,27,-0.05434262101406728
marc,2001,senescence date,2001-05-17,2001-04-10,-37,0.3998899050919811,69,0.5473196164937136,27,NA
marc,2002,green-up date,2001-10-21,2001-11-27,37,0.4019501310800166,69,0.5473196164937136,27,NA
marc,2002,max,2002-02-02,2002-02-22,20,0.5050445394139346,69,0.5473196164937136,27,-0.042275077079779066
marc,2002,senescence date,2002-05-17,2002-05-03,-14,0.397476957684556,69,0.5473196164937136,27,NA
marc,2003,green-up date,2002-10-21,2002-12-22,62,0.4031209720412797,69,0.5473196164937136,27,NA
marc,2003,max,2003-02-02,2003-02-15,13,0.5565317140284961,69,0.5473196164937136,27,0.00921209753478247
marc,2003,senescence date,2003-05-17,2003-05-03,-14,0.3975446476389863,69,0.5473196164937136,27,NA
marc,2004,green-up date,2003-10-21,2003-11-08,18,0.401104073550472,69,0.5473196164937136,27,NA
marc,2004,max,2004-02-02,2004-01-10,-23,0.5272012564854286,69,0.5473196164937136,27,-0.02011836000828504
marc,2004,senescence date,2004-05-17,2004-04-30,-17,0.39916100128651805,69,0.5473196164937136,27,NA
marc,2005,green-up date,2004-10-21,2004-11-17,27,0.40095808902748487,69,0.5473196164937136,27,NA
marc,2005,max,2005-02-02,2004-12-26,-38,0.5395193258100899,69,0.5473196164937136,27,-0.007800290683623756
marc,2005,senescence date,2005-05-17,2005-04-09,-38,0.39911243821146536,69,0.5473196164937136,27,NA
marc,2006,green-up date,2005-10-21,2005-12-26,66,0.40106650571395663,69,0.5473196164937136,27,NA
marc,2006,max,2006-02-02,2006-03-09,35,0.5093390400446621,69,0.5473196164937136,27,-0.037980576449051506
marc,2006,senescence date,2006-05-17,2006-05-08,-9,0.39896545836727626,69,0.5473196164937136,27,NA
marc,2007,green-up date,2006-10-21,2006-10-29,8,0.40383407543477823,69,0.5473196164937136,27,NA
marc,2007,max,2007-02-02,2007-04-03,60,0.6051656708099674,69,0.5473196164937136,27,0.05784605431625378
marc,2007,senescence date,2007-05-17,2007-06-22,36,0.3982779685391578,69,0.5473196164937136,27,NA
marc,2008,green-up date,2007-10-21,2007-10-16,-5,0.40176457552092165,69,0.5473196164937136,27,NA
marc,2008,max,2008-02-02,2008-03-27,54,0.5583956962962368,69,0.5473196164937136,27,0.01107607980252312
marc,2008,senescence date,2008-05-17,2008-05-16,-1,0.39557064864127994,69,0.5473196164937136,27,NA
marc,2010,green-up date,2009-10-21,2009-08-29,-53,0.401900479733197,69,0.5473196164937136,27,NA
marc,2010,max,2010-02-02,2010-03-05,31,0.5697351567485501,69,0.5473196164937136,27,0.022415540254836497
marc,2010,senescence date,2010-05-17,2010-06-10,24,0.4003575279281277,69,0.5473196164937136,27,NA
marc,2011,green-up date,2010-10-21,2010-10-03,-18,0.4039700544310104,69,0.5473196164937136,27,NA
marc,2011,max,2011-02-02,2010-11-18,-76,0.56171568307002,69,0.5473196164937136,27,0.014396066576306321
marc,2011,senescence date,2011-05-17,2011-05-25,8,0.39796695588101705,69,0.5473196164937136,27,NA
marc,2013,green-up date,2012-10-21,2012-09-01,-50,0.4028252098142931,69,0.5473196164937136,27,NA
marc,2013,max,2013-02-02,2012-11-10,-84,0.5500754581974487,69,0.5473196164937136,27,0.002755841703735107
marc,2013,senescence date,2013-05-17,2013-05-15,-2,0.4000209422845886,69,0.5473196164937136,27,NA
marc,2014,green-up date,2013-10-21,2013-11-19,29,0.4033770108022822,69,0.5473196164937136,27,NA
marc,2014,max,2014-02-02,2014-03-23,49,0.5618203702331295,69,0.5473196164937136,27,0.01450075373941584
marc,2014,senescence date,2014-05-17,2014-05-14,-3,0.3992357359837851,69,0.5473196164937136,27,NA
marc,2016,green-up date,2015-10-21,2015-08-03,-79,0.4024289436914012,69,0.5473196164937136,27,NA
marc,2016,max,2016-02-02,2016-03-12,39,0.5897501379720713,69,0.5473196164937136,27,0.042430521478357686
marc,2016,senescence date,2016-05-17,2016-06-18,32,0.3984209642483855,69,0.5473196164937136,27,NA
marc,2019,green-up date,2018-10-21,2018-09-16,-35,0.4019306414095553,69,0.5473196164937136,27,NA
marc,2019,max,2019-02-02,2018-11-18,-76,0.5537123752787757,69,0.5473196164937136,27,0.006392758785062069
marc,2019,senescence date,2019-05-17,2019-06-26,40,0.3963173117691545,69,0.5473196164937136,27,NA
marc,2020,green-up date,2019-10-21,2019-09-28,-23,0.4035651639269613,69,0.5473196164937136,27,NA
marc,2020,max,2020-02-02,2019-11-14,-80,0.4965507278407879,69,0.5473196164937136,27,-0.050768888652925726
marc,2020,senescence date,2020-05-17,2020-01-10,-128,0.40044896099239347,69,0.5473196164937136,27,NA
mcdan,1991,green-up date,1991-05-23,1991-03-21,-63,0.41530304879942886,70,0.6696660244966682,23,NA
mcdan,1991,max,1991-08-10,1991-05-23,-79,0.5713233694696113,70,0.6696660244966682,23,-0.09834265502705697
mcdan,1991,senescence date,1991-10-27,1991-11-15,19,0.4089158685296712,70,0.6696660244966682,23,NA
mcdan,1994,green-up date,1994-05-23,1994-06-01,9,0.4129437420658005,70,0.6696660244966682,23,NA
mcdan,1994,max,1994-08-10,1994-08-14,4,0.5665698087320785,70,0.6696660244966682,23,-0.10309621576458972
mcdan,1994,senescence date,1994-10-27,1994-12-04,38,0.41096864412991946,70,0.6696660244966682,23,NA
mcdan,1997,green-up date,1997-05-23,1997-04-06,-47,0.41326695548050696,70,0.6696660244966682,23,NA
mcdan,1997,max,1997-08-10,1997-09-27,48,0.5108997183309517,70,0.6696660244966682,23,-0.15876630616571652
mcdan,1997,senescence date,1997-10-27,1997-11-27,31,0.4107349167059438,70,0.6696660244966682,23,NA
mcdan,1999,green-up date,1999-05-23,1999-04-16,-37,0.4130785469905332,70,0.6696660244966682,23,NA
mcdan,1999,max,1999-08-10,1999-09-25,46,0.6535558007910018,70,0.6696660244966682,23,-0.016110223705666393
mcdan,1999,senescence date,1999-10-27,1999-12-06,40,0.40711597272790445,70,0.6696660244966682,23,NA
mcdan,2000,green-up date,2000-05-23,2000-03-28,-56,0.4173548459552451,70,0.6696660244966682,23,NA
mcdan,2000,max,2000-08-10,2000-09-19,40,0.6379157345524693,70,0.6696660244966682,23,-0.03175028994419893
mcdan,2000,senescence date,2000-10-27,2000-11-24,28,0.41134072363307483,70,0.6696660244966682,23,NA
mcdan,2001,green-up date,2001-05-23,2001-04-19,-34,0.41227255577161537,70,0.6696660244966682,23,NA
mcdan,2001,max,2001-08-10,2001-06-13,-58,0.6002134871573829,70,0.6696660244966682,23,-0.06945253733928536
mcdan,2001,senescence date,2001-10-27,2001-11-12,16,0.4115331162839422,70,0.6696660244966682,23,NA
mcdan,2002,green-up date,2002-05-23,2002-04-10,-43,0.41351160265100567,70,0.6696660244966682,23,NA
mcdan,2002,max,2002-08-10,2002-05-28,-74,0.5442332250347502,70,0.6696660244966682,23,-0.125432799461918
mcdan,2002,senescence date,2002-10-27,2002-11-13,17,0.41071409665339487,70,0.6696660244966682,23,NA
mcdan,2003,green-up date,2003-05-23,2003-06-06,14,0.4126877320756773,70,0.6696660244966682,23,NA
mcdan,2003,max,2003-08-10,2003-08-21,11,0.6026226905097559,70,0.6696660244966682,23,-0.06704333398691231
mcdan,2003,senescence date,2003-10-27,2003-10-23,-4,0.41014815557725653,70,0.6696660244966682,23,NA
mcdan,2004,green-up date,2004-05-23,2004-06-27,35,0.41291461832987186,70,0.6696660244966682,23,NA
mcdan,2004,max,2004-08-10,2004-08-30,20,0.6353312262087759,70,0.6696660244966682,23,-0.03433479828789232
mcdan,2004,senescence date,2004-10-27,2004-10-26,-1,0.41052095507195907,70,0.6696660244966682,23,NA
mcdan,2005,green-up date,2005-05-23,2005-06-29,37,0.41614229400671215,70,0.6696660244966682,23,NA
mcdan,2005,max,2005-08-10,2005-08-01,-9,0.5876246632103241,70,0.6696660244966682,23,-0.0820413612863441
mcdan,2005,senescence date,2005-10-27,2005-09-11,-46,0.40625459311369155,70,0.6696660244966682,23,NA
mcdan,2006,green-up date,2006-05-23,2006-06-19,27,0.41547321816435967,70,0.6696660244966682,23,NA
mcdan,2006,max,2006-08-10,2006-07-31,-10,0.6414558472352724,70,0.6696660244966682,23,-0.028210177261395852
mcdan,2006,senescence date,2006-10-27,2006-09-21,-36,0.41139122094542707,70,0.6696660244966682,23,NA
mcdan,2007,green-up date,2007-05-23,2007-06-15,23,0.4119117143780604,70,0.6696660244966682,23,NA
mcdan,2007,max,2007-08-10,2007-08-27,17,0.5839974723017132,70,0.6696660244966682,23,-0.08566855219495506
mcdan,2007,senescence date,2007-10-27,2007-10-10,-17,0.40682563117784815,70,0.6696660244966682,23,NA
mcdan,2008,green-up date,2008-05-23,2008-06-23,31,0.41409231844552324,70,0.6696660244966682,23,NA
mcdan,2008,max,2008-08-10,2008-08-16,6,0.6584019348841492,70,0.6696660244966682,23,-0.011264089612519013
mcdan,2008,senescence date,2008-10-27,2008-10-14,-13,0.4090181829116445,70,0.6696660244966682,23,NA
mcdan,2009,green-up date,2009-05-23,2009-06-06,14,0.41622435620146797,70,0.6696660244966682,23,NA
mcdan,2009,max,2009-08-10,2009-08-19,9,0.6879491064195413,70,0.6696660244966682,23,0.01828308192287309
mcdan,2009,senescence date,2009-10-27,2009-10-20,-7,0.4069192214988523,70,0.6696660244966682,23,NA
mcdan,2010,green-up date,2010-05-23,2010-06-15,23,0.4153302738597499,70,0.6696660244966682,23,NA
mcdan,2010,max,2010-08-10,2010-08-12,2,0.6256105814334972,70,0.6696660244966682,23,-0.044055443063170996
mcdan,2010,senescence date,2010-10-27,2010-10-11,-16,0.4110097546281713,70,0.6696660244966682,23,NA
mcdan,2011,green-up date,2011-05-23,2011-07-01,39,0.413126791573,70,0.6696660244966682,23,NA
mcdan,2011,max,2011-08-10,2011-08-26,16,0.6368888602085815,70,0.6696660244966682,23,-0.032777164288086746
mcdan,2011,senescence date,2011-10-27,2011-10-24,-3,0.4116480113627521,70,0.6696660244966682,23,NA
mcdan,2013,green-up date,2013-05-23,2013-06-12,20,0.41492905994335527,70,0.6696660244966682,23,NA
mcdan,2013,max,2013-08-10,2013-08-12,2,0.6714933532576937,70,0.6696660244966682,23,0.0018273287610254263
mcdan,2013,senescence date,2013-10-27,2013-09-27,-30,0.4037856961155675,70,0.6696660244966682,23,NA
mcdan,2014,green-up date,2014-05-23,2014-05-29,6,0.41331985951812217,70,0.6696660244966682,23,NA
mcdan,2014,max,2014-08-10,2014-08-08,-2,0.6391591949971037,70,0.6696660244966682,23,-0.030506829499564514
mcdan,2014,senescence date,2014-10-27,2014-10-21,-6,0.41087718439093535,70,0.6696660244966682,23,NA
mcdan,2015,green-up date,2015-05-23,2015-06-03,11,0.4172622439688181,70,0.6696660244966682,23,NA
mcdan,2015,max,2015-08-10,2015-07-24,-17,0.7536638245697845,70,0.6696660244966682,23,0.0839978000731163
mcdan,2015,senescence date,2015-10-27,2015-09-18,-39,0.4088085086223271,70,0.6696660244966682,23,NA
mcdan,2016,green-up date,2016-05-23,2016-07-06,44,0.4136241182833538,70,0.6696660244966682,23,NA
mcdan,2016,max,2016-08-10,2016-09-02,23,0.6142477850907898,70,0.6696660244966682,23,-0.05541823940587842
mcdan,2016,senescence date,2016-10-27,2016-10-22,-5,0.40868772909360157,70,0.6696660244966682,23,NA
mcdan,2017,green-up date,2017-05-23,2017-04-14,-39,0.41546038793316603,70,0.6696660244966682,23,NA
mcdan,2017,max,2017-08-10,2017-07-01,-40,0.6202251515648274,70,0.6696660244966682,23,-0.04944087293184085
mcdan,2017,senescence date,2017-10-27,2017-11-01,5,0.4107058845723901,70,0.6696660244966682,23,NA
mcdan,2018,green-up date,2018-05-23,2018-04-26,-27,0.4124127570296242,70,0.6696660244966682,23,NA
mcdan,2018,max,2018-08-10,2018-07-16,-25,0.7411243665315147,70,0.6696660244966682,23,0.07145834203484647
mcdan,2018,senescence date,2018-10-27,2018-10-18,-9,0.40963942902688977,70,0.6696660244966682,23,NA
mcdan,2019,green-up date,2019-05-23,2019-04-10,-43,0.4179659193393179,70,0.6696660244966682,23,NA
mcdan,2019,max,2019-08-10,2019-08-06,-4,0.7148580175402195,70,0.6696660244966682,23,0.04519199304355126
mcdan,2019,senescence date,2019-10-27,2019-11-02,6,0.40839105748539106,70,0.6696660244966682,23,NA
mcla,1985,green-up date,1985-02-04,1984-12-21,-45,0.28065543418956357,71,0.4503214887069725,37,NA
mcla,1985,max,1985-04-17,1985-03-28,-20,0.4858551382531533,71,0.4503214887069725,37,0.03553364954618082
mcla,1985,senescence date,1985-06-05,1985-06-08,3,0.27885479813236985,71,0.4503214887069725,37,NA
mcla,1986,green-up date,1986-02-04,1986-01-29,-6,0.2827908585133211,71,0.4503214887069725,37,NA
mcla,1986,max,1986-04-17,1986-04-10,-7,0.5026583306805716,71,0.4503214887069725,37,0.05233684197359917
mcla,1986,senescence date,1986-06-05,1986-06-01,-4,0.27665720293078355,71,0.4503214887069725,37,NA
mcla,1987,green-up date,1987-02-04,1987-03-14,38,0.28328210953428307,71,0.4503214887069725,37,NA
mcla,1987,max,1987-04-17,1987-04-19,2,0.3847185331033424,71,0.4503214887069725,37,-0.06560295560363005
mcla,1987,senescence date,1987-06-05,1987-05-23,-13,0.2779915938543053,71,0.4503214887069725,37,NA
mcla,1988,green-up date,1988-02-04,1987-12-06,-60,0.282097537188081,71,0.4503214887069725,37,NA
mcla,1988,max,1988-04-17,1988-02-29,-48,0.5716730310012442,71,0.4503214887069725,37,0.12135154229427175
mcla,1988,senescence date,1988-06-05,1988-05-27,-9,0.27830061741564044,71,0.4503214887069725,37,NA
mcla,1989,green-up date,1989-02-04,1989-02-04,0,0.2827148179445217,71,0.4503214887069725,37,NA
mcla,1989,max,1989-04-17,1989-04-09,-8,0.46720494544884267,71,0.4503214887069725,37,0.016883456741870195
mcla,1989,senescence date,1989-06-05,1989-06-10,5,0.2781321568250792,71,0.4503214887069725,37,NA
mcla,1990,green-up date,1990-02-04,1989-10-27,-100,0.2821610636337192,71,0.4503214887069725,37,NA
mcla,1990,max,1990-04-17,1990-03-25,-23,0.4681286827299933,71,0.4503214887069725,37,0.017807194023020834
mcla,1990,senescence date,1990-06-05,1990-05-08,-28,0.27458684487594426,71,0.4503214887069725,37,NA
mcla,1991,green-up date,1991-02-04,1991-02-21,17,0.2813557868806401,71,0.4503214887069725,37,NA
mcla,1991,max,1991-04-17,1991-05-02,15,0.4236717237038079,71,0.4503214887069725,37,-0.02664976500316457
mcla,1991,senescence date,1991-06-05,1991-06-13,8,0.2766460747906244,71,0.4503214887069725,37,NA
mcla,1992,green-up date,1992-02-04,1992-02-03,-1,0.2826555435920451,71,0.4503214887069725,37,NA
mcla,1992,max,1992-04-17,1992-04-12,-5,0.40848028288153354,71,0.4503214887069725,37,-0.04184120582543893
mcla,1992,senescence date,1992-06-05,1992-05-19,-17,0.27854919355243307,71,0.4503214887069725,37,NA
mcla,1993,green-up date,1993-02-04,1993-02-07,3,0.281711397828442,71,0.4503214887069725,37,NA
mcla,1993,max,1993-04-17,1993-05-28,41,0.35209641937402225,71,0.4503214887069725,37,-0.09822506933295022
mcla,1993,senescence date,1993-06-05,1993-07-03,28,0.27807902685143754,71,0.4503214887069725,37,NA
mcla,1994,green-up date,1994-02-04,1994-02-22,18,0.2812197462680964,71,0.4503214887069725,37,NA
mcla,1994,max,1994-04-17,1994-04-12,-5,0.37975467447160816,71,0.4503214887069725,37,-0.07056681423536432
mcla,1994,senescence date,1994-06-05,1994-05-31,-5,0.27923027705266,71,0.4503214887069725,37,NA
mcla,1995,green-up date,1995-02-04,1995-01-25,-10,0.28220713815007537,71,0.4503214887069725,37,NA
mcla,1995,max,1995-04-17,1995-04-27,10,0.514773701840039,71,0.4503214887069725,37,0.06445221313306654
mcla,1995,senescence date,1995-06-05,1995-06-30,25,0.27707243200223974,71,0.4503214887069725,37,NA
mcla,1996,green-up date,1996-02-04,1996-02-18,14,0.28148000771744563,71,0.4503214887069725,37,NA
mcla,1996,max,1996-04-17,1996-04-17,0,0.4347456072064956,71,0.4503214887069725,37,-0.015575881500476896
mcla,1996,senescence date,1996-06-05,1996-06-05,0,0.27923804462189605,71,0.4503214887069725,37,NA
mcla,1997,green-up date,1997-02-04,1997-01-12,-23,0.2817982747442925,71,0.4503214887069725,37,NA
mcla,1997,max,1997-04-17,1997-04-01,-16,0.44329843093355037,71,0.4503214887069725,37,-0.007023057773422103
