"site_code","date","pre_mm/month","plotdate","month","year"
"kark.se","Feb/15/1981",30.8000011444092,1981-02-15,"Feb",1981
"kbs.us","Feb/15/1981",43.2999992370605,1981-02-15,"Feb",1981
"kibber.in","Feb/15/1981",20,1981-02-15,"Feb",1981
"kidman.au","Feb/15/1981",206.300003051758,1981-02-15,"Feb",1981
"kilp.fi","Feb/15/1981",22.2000007629395,1981-02-15,"Feb",1981
"kiny.au","Feb/15/1981",15.5,1981-02-15,"Feb",1981
"kirik.ee","Feb/15/1981",28.3000011444092,1981-02-15,"Feb",1981
"koffler.ca","Feb/15/1981",75.8000030517578,1981-02-15,"Feb",1981
"konz.us","Feb/15/1981",9.80000019073486,1981-02-15,"Feb",1981
"konzn1b.us","Feb/15/1981",9.80000019073486,1981-02-15,"Feb",1981
"lagoas.br","Feb/15/1981",82.9000015258789,1981-02-15,"Feb",1981
"lake.us","Feb/15/1981",23.2000007629395,1981-02-15,"Feb",1981
"lakta.se","Feb/15/1981",24.8999996185303,1981-02-15,"Feb",1981
"lancaster.uk","Feb/15/1981",72,1981-02-15,"Feb",1981
"lead.us","Feb/15/1981",320.700012207031,1981-02-15,"Feb",1981
"look.us","Feb/15/1981",143,1981-02-15,"Feb",1981
"lubb.us","Feb/15/1981",18.8999996185303,1981-02-15,"Feb",1981
"marc.ar","Feb/15/1981",80.5999984741211,1981-02-15,"Feb",1981
"mcdan.us","Feb/15/1981",132,1981-02-15,"Feb",1981
"mcla.us","Feb/15/1981",52.7000007629395,1981-02-15,"Feb",1981
"meto.us","Feb/15/1981",85,1981-02-15,"Feb",1981
"mitch.au","Feb/15/1981",79.7000045776367,1981-02-15,"Feb",1981
"msla.us","Feb/15/1981",26.3999996185303,1981-02-15,"Feb",1981
"msum.us","Feb/15/1981",13.6999998092651,1981-02-15,"Feb",1981
"mtca.au","Feb/15/1981",41.4000015258789,1981-02-15,"Feb",1981
"neba.jp","Feb/15/1981",63.6000022888184,1981-02-15,"Feb",1981
"nilla.au","Feb/15/1981",44.6000022888184,1981-02-15,"Feb",1981
"nioo.nl","Feb/15/1981",36.6000022888184,1981-02-15,"Feb",1981
"niwo.us","Feb/15/1981",9.80000019073486,1981-02-15,"Feb",1981
"ovor.mn","Feb/15/1981",1.10000002384186,1981-02-15,"Feb",1981
"pampa.ar","Feb/15/1981",20.3999996185303,1981-02-15,"Feb",1981
"pape.de","Feb/15/1981",38.1000022888184,1981-02-15,"Feb",1981
"pich.ec","Feb/15/1981",163.600006103516,1981-02-15,"Feb",1981
"ping.au","Feb/15/1981",36.9000015258789,1981-02-15,"Feb",1981
"pinj.au","Feb/15/1981",285.100006103516,1981-02-15,"Feb",1981
"podo.ec","Feb/15/1981",86.5999984741211,1981-02-15,"Feb",1981
"potrok.ar","Feb/15/1981",17.3000011444092,1981-02-15,"Feb",1981
"ramsay.us","Feb/15/1981",196.300003051758,1981-02-15,"Feb",1981
"rook.uk","Feb/15/1981",26.5,1981-02-15,"Feb",1981
"saana.fi","Feb/15/1981",22.2000007629395,1981-02-15,"Feb",1981
"sage.us","Feb/15/1981",55.2999992370605,1981-02-15,"Feb",1981
"saline.us","Feb/15/1981",2.20000004768372,1981-02-15,"Feb",1981
"sava.us","Feb/15/1981",111.800003051758,1981-02-15,"Feb",1981
"sedg.us","Feb/15/1981",56.6000022888184,1981-02-15,"Feb",1981
"sereng.tz","Feb/15/1981",62.7000007629395,1981-02-15,"Feb",1981
"sevi.us","Feb/15/1981",9.80000019073486,1981-02-15,"Feb",1981
"sgs.us","Feb/15/1981",3.60000014305115,1981-02-15,"Feb",1981
"shps.us","Feb/15/1981",36.1000022888184,1981-02-15,"Feb",1981
"sier.us","Feb/15/1981",66.5,1981-02-15,"Feb",1981
"sirsi.in","Feb/15/1981",0,1981-02-15,"Feb",1981
"smith.us","Feb/15/1981",293.200012207031,1981-02-15,"Feb",1981
"spin.us","Feb/15/1981",99.8000030517578,1981-02-15,"Feb",1981
"spv.ar","Feb/15/1981",27.2000007629395,1981-02-15,"Feb",1981
"summ.za","Feb/15/1981",121.900001525879,1981-02-15,"Feb",1981
"sval.no","Feb/15/1981",69.7000045776367,1981-02-15,"Feb",1981
"temple.us","Feb/15/1981",50.5,1981-02-15,"Feb",1981
"thth.is","Feb/15/1981",39.2999992370605,1981-02-15,"Feb",1981
"tmlr.is","Feb/15/1981",39.2999992370605,1981-02-15,"Feb",1981
"trel.us","Feb/15/1981",63.2999992370605,1981-02-15,"Feb",1981
"tyso.us","Feb/15/1981",46.1000022888184,1981-02-15,"Feb",1981
"ucsc.us","Feb/15/1981",41.2999992370605,1981-02-15,"Feb",1981
"ufrec.us","Feb/15/1981",80.9000015258789,1981-02-15,"Feb",1981
"ukul.za","Feb/15/1981",116.5,1981-02-15,"Feb",1981
"unc.us","Feb/15/1981",88.3000030517578,1981-02-15,"Feb",1981
"uwo.ca","Feb/15/1981",106.599998474121,1981-02-15,"Feb",1981
"valm.ch","Feb/15/1981",63.7999992370605,1981-02-15,"Feb",1981
"vaqu.mx","Feb/15/1981",10.9000005722046,1981-02-15,"Feb",1981
"varexp.no","Feb/15/1981",15.9000005722046,1981-02-15,"Feb",1981
"vargrass.no","Feb/15/1981",19.8000011444092,1981-02-15,"Feb",1981
"varheath.no","Feb/15/1981",19.8000011444092,1981-02-15,"Feb",1981
"vass.se","Feb/15/1981",30.8000011444092,1981-02-15,"Feb",1981
"wupatki.us","Feb/15/1981",39.2000007629395,1981-02-15,"Feb",1981
"xilin.cn","Feb/15/1981",2.79999995231628,1981-02-15,"Feb",1981
"yarra.au","Feb/15/1981",201.699996948242,1981-02-15,"Feb",1981
"abisko.se","Mar/16/1981",61.4000015258789,1981-03-16,"Mar",1981
"ahth.is","Mar/16/1981",39,1981-03-16,"Mar",1981
"amcamp.us","Mar/16/1981",137.600006103516,1981-03-16,"Mar",1981
"amlr.is","Mar/16/1981",39,1981-03-16,"Mar",1981
"anti.ec","Mar/16/1981",140.900009155273,1981-03-16,"Mar",1981
"arch.us","Mar/16/1981",33,1981-03-16,"Mar",1981
"azi.cn","Mar/16/1981",22.1000003814697,1981-03-16,"Mar",1981
"azitwo.cn","Mar/16/1981",22.1000003814697,1981-03-16,"Mar",1981
"badlau.de","Mar/16/1981",63.9000015258789,1981-03-16,"Mar",1981
"bari.ar","Mar/16/1981",41.2000007629395,1981-03-16,"Mar",1981
"barta.us","Mar/16/1981",35.6000022888184,1981-03-16,"Mar",1981
"bayr.de","Mar/16/1981",47.2000007629395,1981-03-16,"Mar",1981
"bldr.us","Mar/16/1981",52.6000022888184,1981-03-16,"Mar",1981
"bnbt.us","Mar/16/1981",35.1000022888184,1981-03-16,"Mar",1981
"bnch.us","Mar/16/1981",84.4000015258789,1981-03-16,"Mar",1981
"bogong.au","Mar/16/1981",43,1981-03-16,"Mar",1981
"bttr.us","Mar/16/1981",84.4000015258789,1981-03-16,"Mar",1981
"bunya.au","Mar/16/1981",24.2000007629395,1981-03-16,"Mar",1981
"burrawan.au","Mar/16/1981",37.5,1981-03-16,"Mar",1981
"burren.ie","Mar/16/1981",126.099998474121,1981-03-16,"Mar",1981
"bynb.cn","Mar/16/1981",16.2000007629395,1981-03-16,"Mar",1981
"cbgb.us","Mar/16/1981",10.6000003814697,1981-03-16,"Mar",1981
"cdcr.us","Mar/16/1981",22.8000011444092,1981-03-16,"Mar",1981
"cdpt.us","Mar/16/1981",71.5999984741211,1981-03-16,"Mar",1981
"cereep.fr","Mar/16/1981",69.4000015258789,1981-03-16,"Mar",1981
"chilcas.ar","Mar/16/1981",75.0999984741211,1981-03-16,"Mar",1981
"comp.pt","Mar/16/1981",69.9000015258789,1981-03-16,"Mar",1981
"cowi.ca","Mar/16/1981",119.5,1981-03-16,"Mar",1981
"derr.au","Mar/16/1981",43.6000022888184,1981-03-16,"Mar",1981
"doane.us","Mar/16/1981",49.1000022888184,1981-03-16,"Mar",1981
"drake.za","Mar/16/1981",44.7999992370605,1981-03-16,"Mar",1981
"elkh.us","Mar/16/1981",179,1981-03-16,"Mar",1981
"elliot.us","Mar/16/1981",81.2000045776367,1981-03-16,"Mar",1981
"elva.ee","Mar/16/1981",40.2999992370605,1981-03-16,"Mar",1981
"ethamc.au","Mar/16/1981",9.90000057220459,1981-03-16,"Mar",1981
"ethass.au","Mar/16/1981",9.90000057220459,1981-03-16,"Mar",1981
"fnly.us","Mar/16/1981",118,1981-03-16,"Mar",1981
"free.de","Mar/16/1981",61.2999992370605,1981-03-16,"Mar",1981
"frue.ch","Mar/16/1981",115.200004577637,1981-03-16,"Mar",1981
"gall.it","Mar/16/1981",67.2000045776367,1981-03-16,"Mar",1981
"gcnban.cn","Mar/16/1981",0,1981-03-16,"Mar",1981
"gcndan.cn","Mar/16/1981",0,1981-03-16,"Mar",1981
"gcnhai.cn","Mar/16/1981",6.40000009536743,1981-03-16,"Mar",1981
"gcnhon.cn","Mar/16/1981",31,1981-03-16,"Mar",1981
"gcnhul.cn","Mar/16/1981",6.30000019073486,1981-03-16,"Mar",1981
"gcnnaq.cn","Mar/16/1981",5.09999990463257,1981-03-16,"Mar",1981
"gcnsui.cn","Mar/16/1981",7.40000009536743,1981-03-16,"Mar",1981
"gcnura.cn","Mar/16/1981",4.90000009536743,1981-03-16,"Mar",1981
"gcnxil.cn","Mar/16/1981",13.9000005722046,1981-03-16,"Mar",1981
"gcnyan.cn","Mar/16/1981",4.80000019073486,1981-03-16,"Mar",1981
"gcnyou.cn","Mar/16/1981",19.8000011444092,1981-03-16,"Mar",1981
"gilb.za","Mar/16/1981",44.4000015258789,1981-03-16,"Mar",1981
"glac.us","Mar/16/1981",133.5,1981-03-16,"Mar",1981
"glcr.us","Mar/16/1981",34.9000015258789,1981-03-16,"Mar",1981
"hall.us","Mar/16/1981",88.4000015258789,1981-03-16,"Mar",1981
"hart.us","Mar/16/1981",31.2000007629395,1981-03-16,"Mar",1981
"hast.us","Mar/16/1981",262.899993896484,1981-03-16,"Mar",1981
"hero.uk","Mar/16/1981",131.900009155273,1981-03-16,"Mar",1981
"hnvr.us","Mar/16/1981",16.7000007629395,1981-03-16,"Mar",1981
"hogone.us","Mar/16/1981",44.6000022888184,1981-03-16,"Mar",1981
"hogtwo.us","Mar/16/1981",44.6000022888184,1981-03-16,"Mar",1981
"hopl.us","Mar/16/1981",145.699996948242,1981-03-16,"Mar",1981
"hustai.mn","Mar/16/1981",13.6999998092651,1981-03-16,"Mar",1981
"jasp.us","Mar/16/1981",134.100006103516,1981-03-16,"Mar",1981
"jena.de","Mar/16/1981",62.1000022888184,1981-03-16,"Mar",1981
"jorn.us","Mar/16/1981",13.5,1981-03-16,"Mar",1981
"kark.se","Mar/16/1981",74.2000045776367,1981-03-16,"Mar",1981
"kbs.us","Mar/16/1981",21.5,1981-03-16,"Mar",1981
"kibber.in","Mar/16/1981",57.4000015258789,1981-03-16,"Mar",1981
"kidman.au","Mar/16/1981",37.7999992370605,1981-03-16,"Mar",1981
"kilp.fi","Mar/16/1981",60.4000015258789,1981-03-16,"Mar",1981
"kiny.au","Mar/16/1981",22.8000011444092,1981-03-16,"Mar",1981
"kirik.ee","Mar/16/1981",42.6000022888184,1981-03-16,"Mar",1981
"koffler.ca","Mar/16/1981",32.5,1981-03-16,"Mar",1981
"konz.us","Mar/16/1981",39.2999992370605,1981-03-16,"Mar",1981
"konzn1b.us","Mar/16/1981",39.2999992370605,1981-03-16,"Mar",1981
"lagoas.br","Mar/16/1981",147.300003051758,1981-03-16,"Mar",1981
"lake.us","Mar/16/1981",30,1981-03-16,"Mar",1981
"lakta.se","Mar/16/1981",61.4000015258789,1981-03-16,"Mar",1981
"lancaster.uk","Mar/16/1981",216.900009155273,1981-03-16,"Mar",1981
"lead.us","Mar/16/1981",175.400009155273,1981-03-16,"Mar",1981
"look.us","Mar/16/1981",111.400001525879,1981-03-16,"Mar",1981
"lubb.us","Mar/16/1981",26.7000007629395,1981-03-16,"Mar",1981
"marc.ar","Mar/16/1981",54,1981-03-16,"Mar",1981
